"CODIGO";"COD_EMPRESA";"CATEGORIA";"PRECO_EMBALAGEM_0";"PERC_DESCTO_ADICIONAL_EMBALAGEM_0";"PRECO_EMBALAGEM_1";"PRECO_EMBALAGEM_2"
"315153";"1";"LOJA";"219,45";"0,0000";"63444,15";"0"
"315153";"2";"LOJA";"228,795";"0,0000";"15403,395";"29578,395"
"315153";"3";"LOJA";"219,45";"29,7129";"14770,35";"28359,45"
"315153";"4";"LOJA";"228,795";"0,0000";"15403,395";"29578,395"
"315153";"5";"LOJA";"219,45";"0,0000";"63444,15";"0"
"315153";"6";"LOJA";"208,95";"0,0000";"14063,7";"27002,85"
"315153";"7";"LOJA";"208,95";"0,0000";"0";"0"
"315153";"8";"LOJA";"228,795";"32,6147";"15403,395";"29578,395"
"315153";"9";"LOJA";"219,45";"29,7129";"14770,35";"28359,45"
"315153";"92";"CD";"228,795";"0,0000";"15403,395";"29578,395"
"317067";"1";"LOJA";"4199,895";"0,0000";"12001,395";"34208,895"
"317067";"2";"LOJA";"3664,5";"0,0000";"10468,395";"29830,395"
"317067";"3";"LOJA";"3906";"0,0000";"11160,45";"31805,55"
"317067";"4";"LOJA";"3664,5";"0,0000";"10468,395";"29830,395"
"317067";"5";"LOJA";"3906";"0,0000";"11160,45";"31805,55"
"317067";"6";"LOJA";"3664,5";"0,0000";"10469,55";"29839,95"
"317067";"7";"LOJA";"3664,5";"0,0000";"10469,55";"29839,95"
"317067";"8";"LOJA";"3664,5";"0,0000";"10469,55";"29839,95"
"317067";"9";"LOJA";"3906";"0,0000";"11160,45";"31805,55"
"317067";"92";"CD";"3664,5";"2,5817";"10468,395";"29830,395"
"317067";"93";"CD";"3664,5";"0,0000";"10468,395";"29830,395"
"317101";"1";"LOJA";"146,895";"0,0000";"700,245";"3317,895"
"317101";"2";"LOJA";"146,895";"0,0000";"700,245";"3317,895"
"317101";"3";"LOJA";"145,95";"0,0000";"694,995";"3296,895"
"317101";"4";"LOJA";"146,895";"0,0000";"700,245";"3317,895"
"317101";"5";"LOJA";"141,645";"0,0000";"675,045";"3202,395"
"317101";"6";"LOJA";"142,695";"0,0000";"680,295";"3223,395"
"317101";"7";"LOJA";"189,945";"0,0000";"904,995";"4294,395"
"317101";"8";"LOJA";"146,895";"0,0000";"700,245";"3317,895"
"317101";"9";"LOJA";"145,95";"0,0000";"694,995";"3296,895"
"317101";"92";"CD";"135,45";"0,0000";"644,7";"3063,9"
"318250";"1";"LOJA";"1888,95";"0,0000";"";""
"318250";"2";"LOJA";"1049,895";"0,0000";"";""
"318250";"3";"LOJA";"1888,95";"0,0000";"";""
"318250";"4";"LOJA";"1049,895";"0,0000";"";""
"318250";"5";"LOJA";"1936,2";"0,0000";"";""
"318250";"6";"LOJA";"1879,5";"0,0000";"";""
"318250";"7";"LOJA";"1879,5";"0,0000";"";""
"318250";"8";"LOJA";"1888,95";"0,0000";"";""
"318250";"9";"LOJA";"1994,895";"0,0000";"";""
"318250";"92";"CD";"1049,895";"0,0000";"";""
"319809";"1";"LOJA";"261,45";"0,0000";"1564,395";""
"319809";"2";"LOJA";"261,45";"47,8313";"1564,395";""
"319809";"3";"LOJA";"271,95";"0,0000";"1630,65";""
"319809";"4";"LOJA";"261,45";"0,0000";"1564,395";""
"319809";"5";"LOJA";"261,45";"60,2410";"1494,15";""
"319809";"6";"LOJA";"261,45";"43,8153";"1564,395";""
"319809";"7";"LOJA";"261,45";"0,0000";"1564,395";""
"319809";"8";"LOJA";"261,45";"47,8313";"1564,395";""
"319809";"9";"LOJA";"278,145";"0,0000";"1669,395";""
"319809";"92";"CD";"261,45";"0,0000";"1564,395";""
"319809";"93";"CD";"261,45";"0,0000";"1564,395";""
"319825";"1";"LOJA";"103,95";"0,0000";"6992,895";"13429,395"
"319825";"2";"LOJA";"114,45";"0,0000";"7706,895";"14794,395"
"319825";"3";"LOJA";"114,45";"0,0000";"7706,895";"14794,395"
"319825";"4";"LOJA";"114,45";"0,0000";"7706,895";"14794,395"
"319825";"5";"LOJA";"101,745";"0,0000";"6845,895";"13145,895"
"319825";"6";"LOJA";"103,95";"0,0000";"6996,15";"13433,7"
"319825";"7";"LOJA";"103,95";"0,0000";"6996,15";"13433,7"
"319825";"8";"LOJA";"115,395";"0,0000";"7055,895";"13544,895"
"319825";"9";"LOJA";"114,45";"0,0000";"7706,895";"14794,395"
"319825";"92";"CD";"114,45";"0,0000";"7706,895";"14794,395"
"319871";"1";"LOJA";"387,45";"43,3604";"2214,45";""
"319871";"2";"LOJA";"387,45";"46,0705";"2215,395";""
"319871";"3";"LOJA";"417,795";"42,2217";"2274,3";""
"319871";"4";"LOJA";"387,45";"37,6965";"2215,395";""
"319871";"5";"LOJA";"408,45";"40,8997";"2334,15";""
"319871";"6";"LOJA";"397,95";"42,2164";"2274,3";""
"319871";"7";"LOJA";"417,795";"62,3272";"2383,395";""
"319871";"8";"LOJA";"387,45";"43,3604";"2214,45";""
"319871";"9";"LOJA";"417,795";"42,2217";"2383,395";""
"319871";"92";"CD";"387,45";"37,6965";"2215,395";""
"319872";"1";"LOJA";"43,995";"0,0000";"264,495";"1259,895"
"319872";"2";"LOJA";"41,895";"0,0000";"251,895";"1196,895"
"319872";"3";"LOJA";"49,245";"57,5693";"295,995";"1406,895"
"319872";"4";"LOJA";"41,895";"0,0000";"251,895";"1196,895"
"319872";"5";"LOJA";"51,345";"0,0000";"308,595";"1469,895"
"319872";"6";"LOJA";"47,145";"37,8619";"283,395";"1343,895"
"319872";"7";"LOJA";"50,295";"0,0000";"302,295";"1438,395"
"319872";"8";"LOJA";"41,895";"40,1003";"251,895";"1196,895"
"319872";"9";"LOJA";"49,245";"57,5693";"295,995";"1406,895"
"319872";"92";"CD";"48,195";"0,0000";"288,75";"1373,4"
"320126";"1";"LOJA";"1332,45";"0,0000";"";""
"320126";"2";"LOJA";"1332,45";"0,0000";"";""
"320126";"3";"LOJA";"1332,45";"0,0000";"";""
"320126";"4";"LOJA";"1332,45";"0,0000";"";""
"320126";"5";"LOJA";"1332,45";"0,0000";"";""
"320126";"6";"LOJA";"1332,45";"0,0000";"";""
"320126";"7";"LOJA";"1332,45";"0,0000";"";""
"320126";"8";"LOJA";"1332,45";"0,0000";"";""
"320126";"9";"LOJA";"1332,45";"0,0000";"";""
"320126";"92";"CD";"1332,45";"0,0000";"";""
"320126";"93";"CD";"1332,45";"0,0000";"";""
"320338";"1";"LOJA";"187,95";"0,0000";"1417,395";"6730,395"
"320338";"2";"LOJA";"187,95";"0,0000";"1784,895";"8473,395"
"320338";"3";"LOJA";"187,95";"0,0000";"1711,395";"8126,895"
"320338";"4";"LOJA";"187,95";"0,0000";"1784,895";"8473,395"
"320338";"5";"LOJA";"187,845";"0,0000";"1711,395";"8116,395"
"320338";"6";"LOJA";"187,95";"0,0000";"1784,895";"8473,395"
"320338";"7";"LOJA";"187,95";"0,0000";"1784,895";"8473,395"
"320338";"8";"LOJA";"187,95";"0,0000";"1784,895";"8473,395"
"320338";"9";"LOJA";"187,95";"0,0000";"1711,395";"8126,895"
"320338";"92";"CD";"187,95";"0,0000";"1784,895";"8473,395"
"320539";"1";"LOJA";"20,895";"35,1759";"379,995";"1805,895"
"320539";"2";"LOJA";"20,895";"35,1759";"379,995";"1805,895"
"320539";"3";"LOJA";"20,895";"0,0000";"379,995";"1805,895"
"320539";"4";"LOJA";"20,895";"35,1759";"379,995";"1805,895"
"320539";"5";"LOJA";"20,895";"0,0000";"379,995";"1805,895"
"320539";"6";"LOJA";"20,895";"0,0000";"379,995";"1805,895"
"320539";"7";"LOJA";"20,895";"0,0000";"379,995";"1805,895"
"320539";"8";"LOJA";"20,895";"0,0000";"379,995";"1805,895"
"320539";"9";"LOJA";"20,895";"0,0000";"379,995";"1805,895"
"320539";"92";"CD";"20,895";"35,1759";"379,995";"1805,895"
"320539";"93";"CD";"20,895";"0,0000";"379,995";"1805,895"
"32394";"1";"LOJA";"513,45";"32,5358";"978,495";"4651,395"
"32394";"2";"LOJA";"513,45";"32,5358";"978,495";"4651,395"
"32394";"3";"LOJA";"514,395";"32,6597";"980,595";"0"
"32394";"4";"LOJA";"513,45";"32,5358";"978,495";"4651,395"
"32394";"5";"LOJA";"514,395";"32,6597";"978,495";"0"
"32394";"6";"LOJA";"513,45";"32,5358";"978,495";"4651,395"
"32394";"7";"LOJA";"513,45";"32,5358";"978,495";"4651,395"
"32394";"8";"LOJA";"513,45";"32,5358";"978,495";"4651,395"
"32394";"9";"LOJA";"514,395";"32,6597";"980,595";"0"
"32394";"92";"CD";"513,45";"32,5358";"978,495";"4651,395"
"32394";"93";"CD";"513,45";"0,0000";"978,495";"4651,395"
"325932";"1";"LOJA";"156,45";"0,0000";"0";"0"
"325932";"2";"LOJA";"156,45";"0,0000";"0";"0"
"325932";"3";"LOJA";"145,95";"0,0000";"9823,8";"18861,15"
"325932";"4";"LOJA";"156,45";"0,0000";"10530,45";"20217,75"
"325932";"5";"LOJA";"145,95";"0,0000";"9827,895";"18868,395"
"325932";"6";"LOJA";"145,95";"13,7410";"9823,8";"18861,15"
"325932";"7";"LOJA";"156,45";"0,0000";"0";"0"
"325932";"8";"LOJA";"156,45";"0,0000";"10530,45";"20217,75"
"325932";"9";"LOJA";"145,95";"0,0000";"9823,8";"18861,15"
"325932";"92";"CD";"156,45";"0,0000";"0";"0"
"326263";"1";"LOJA";"2,31";"0,0000";"52,395";"249,795"
"326263";"2";"LOJA";"2,205";"0,0000";"50,295";"238,245"
"326263";"3";"LOJA";"1,785";"0,0000";"40,845";"193,095"
"326263";"4";"LOJA";"2,205";"0,0000";"50,295";"238,245"
"326263";"5";"LOJA";"1,995";"0,0000";"46,095";"216,195"
"326263";"6";"LOJA";"1,785";"0,0000";"40,845";"193,095"
"326263";"7";"LOJA";"2,1";"0,0000";"48,195";"227,745"
"326263";"8";"LOJA";"2,205";"0,0000";"50,295";"238,245"
"326263";"9";"LOJA";"1,785";"0,0000";"40,845";"193,095"
"326263";"92";"CD";"2,205";"0,0000";"50,295";"238,245"
"326263";"93";"CD";"1,26";"0,0000";"28,665";"136,5"
"327708";"1";"LOJA";"55,545";"0,0000";"3737,895";"7181,895"
"327708";"2";"LOJA";"55,545";"0,0000";"3737,895";"7181,895"
"327708";"3";"LOJA";"59,745";"0,0000";"4021,395";"7717,395"
"327708";"4";"LOJA";"55,545";"0,0000";"3737,895";"7181,895"
"327708";"5";"LOJA";"55,545";"24,5747";"3737,895";"7181,895"
"327708";"6";"LOJA";"56,595";"0,0000";"3811,395";"7318,395"
"327708";"7";"LOJA";"52,395";"0,0000";"3527,895";"6772,395"
"327708";"8";"LOJA";"56,595";"0,0000";"3811,395";"7318,395"
"327708";"9";"LOJA";"59,745";"0,0000";"4021,395";"7717,395"
"327708";"92";"CD";"55,545";"0,0000";"3737,895";"7181,895"
"328005";"1";"LOJA";"52,395";"0,0000";"476,595";"2267,895"
"328005";"2";"LOJA";"52,395";"0,0000";"476,595";"2267,895"
"328005";"3";"LOJA";"52,395";"0,0000";"476,595";"2267,895"
"328005";"4";"LOJA";"52,395";"0,0000";"476,595";"2267,895"
"328005";"5";"LOJA";"52,395";"0,0000";"476,595";"2267,895"
"328005";"6";"LOJA";"52,395";"0,0000";"476,595";"2267,895"
"328005";"7";"LOJA";"52,395";"0,0000";"476,595";"2267,895"
"328005";"8";"LOJA";"52,395";"0,0000";"476,595";"2267,895"
"328005";"9";"LOJA";"52,395";"0,0000";"476,595";"2267,895"
"328005";"92";"CD";"52,395";"0,0000";"476,595";"2267,895"
"328005";"93";"CD";"52,395";"0,0000";"476,595";"2267,895"
"328584";"1";"LOJA";"1270,395";"1,6448";"6047,895";"28738,395"
"328584";"2";"LOJA";"1270,395";"1,6448";"6047,895";"28727,895"
"328584";"3";"LOJA";"1291,395";"1,6261";"6152,895";"29210,895"
"328584";"4";"LOJA";"1270,395";"1,6448";"6047,895";"28727,895"
"328584";"5";"LOJA";"1291,395";"3,2442";"6152,895";"29210,895"
"328584";"6";"LOJA";"1270,395";"1,6448";"6047,895";"28738,395"
"328584";"7";"LOJA";"1270,395";"1,6448";"6047,895";"28738,395"
"328584";"8";"LOJA";"1270,395";"1,6448";"6047,895";"28738,395"
"328584";"9";"LOJA";"1291,395";"1,6261";"6152,895";"29210,895"
"328584";"92";"CD";"1270,395";"1,6448";"6047,895";"28727,895"
"328584";"93";"CD";"1258,95";"0,0000";"5995,395";"28475,895"
"330064";"1";"LOJA";"1249,5";"43,5378";"5950,35";"28262,85"
"330064";"2";"LOJA";"1301,895";"45,8101";"6194,895";"29420,895"
"330064";"3";"LOJA";"1301,895";"0,0000";"6184,395";"29378,895"
"330064";"4";"LOJA";"1301,895";"45,8101";"6194,895";"29420,895"
"330064";"5";"LOJA";"1091,895";"0,0000";"5218,395";"24790,395"
"330064";"6";"LOJA";"1333,395";"46,3029";"6352,395";"30155,895"
"330064";"7";"LOJA";"1406,895";"0,0000";"6698,895";"31825,395"
"330064";"8";"LOJA";"1301,895";"0,0000";"6194,895";"29431,395"
"330064";"9";"LOJA";"1301,895";"0,0000";"0";"0"
"330064";"92";"CD";"1301,895";"45,8101";"6194,895";"29420,895"
"330064";"93";"CD";"1249,5";"0,0000";"5950,35";"28262,85"
"330430";"1";"LOJA";"7339,5";"0,0000";"";""
"330430";"2";"LOJA";"4681,95";"0,0000";"";""
"330430";"3";"LOJA";"7873,95";"0,0000";"";""
"330430";"4";"LOJA";"4681,95";"0,0000";"";""
"330430";"5";"LOJA";"8252,895";"0,0000";"";""
"330430";"6";"LOJA";"7874,895";"0,0000";"";""
"330430";"7";"LOJA";"5942,895";"0,0000";"";""
"330430";"8";"LOJA";"7339,5";"0,0000";"";""
"330430";"9";"LOJA";"7873,95";"0,0000";"";""
"330430";"92";"CD";"4681,95";"0,0000";"";""
"330430";"93";"CD";"6856,395";"0,0000";"";""
"330462";"1";"LOJA";"8084,895";"0,0000";"";""
"330462";"2";"LOJA";"7769,895";"0,0000";"";""
"330462";"3";"LOJA";"8000,895";"0,0000";"";""
"330462";"4";"LOJA";"7769,895";"0,0000";"";""
"330462";"5";"LOJA";"8000,895";"0,0000";"";""
"330462";"6";"LOJA";"7769,895";"0,0000";"";""
"330462";"7";"LOJA";"7769,895";"0,0000";"";""
"330462";"8";"LOJA";"7769,895";"0,0000";"";""
"330462";"9";"LOJA";"8000,895";"0,0000";"";""
"330462";"92";"CD";"7769,895";"0,0000";"";""
"330462";"93";"CD";"7769,895";"0,0000";"";""
"331170";"1";"LOJA";"124,95";"49,6639";"8410,5";"16146,9"
"331170";"2";"LOJA";"124,95";"0,0000";"8410,5";"16146,9"
"331170";"3";"LOJA";"103,845";"0,0000";"6989,85";"13420,05"
"331170";"4";"LOJA";"124,95";"0,0000";"8410,5";"16146,9"
"331170";"5";"LOJA";"103,95";"0,0000";"6996,15";"13433,7"
"331170";"6";"LOJA";"124,95";"16,0504";"8410,5";"16146,9"
"331170";"7";"LOJA";"139,545";"0,0000";"9397,395";"0"
"331170";"8";"LOJA";"124,95";"24,4538";"8410,5";"16146,9"
"331170";"9";"LOJA";"103,845";"0,0000";"6992,895";"13429,395"
"331170";"92";"CD";"124,95";"0,0000";"8410,395";"16148,895"
"331172";"1";"LOJA";"103,95";"0,0000";"6992,895";"13429,395"
"331172";"2";"LOJA";"103,95";"0,0000";"6992,895";"13429,395"
"331172";"3";"LOJA";"103,95";"0,0000";"6992,895";"13429,395"
"331172";"4";"LOJA";"103,95";"0,0000";"6992,895";"13429,395"
"331172";"5";"LOJA";"103,95";"0,0000";"6992,895";"13429,395"
"331172";"6";"LOJA";"103,95";"0,0000";"6992,895";"13429,395"
"331172";"7";"LOJA";"103,95";"0,0000";"6992,895";"13429,395"
"331172";"8";"LOJA";"103,95";"0,0000";"6992,895";"13429,395"
"331172";"9";"LOJA";"103,95";"0,0000";"6992,895";"13429,395"
"331172";"92";"CD";"103,95";"0,0000";"6992,895";"13429,395"
"331251";"1";"LOJA";"43,995";"0,0000";"2960,895";"5680,395"
"331251";"2";"LOJA";"43,995";"0,0000";"0";"0"
"331251";"3";"LOJA";"43,995";"0,0000";"2961";"5685,75"
"331251";"4";"LOJA";"43,995";"0,0000";"0";"0"
"331251";"5";"LOJA";"41,895";"0,0000";"0";"0"
"331251";"6";"LOJA";"43,995";"0,0000";"2961";"5685,75"
"331251";"7";"LOJA";"38,745";"0,0000";"2603,895";"4997,895"
"331251";"8";"LOJA";"36,645";"14,3266";"3097,395";"5953,395"
"331251";"9";"LOJA";"43,995";"0,0000";"2961";"5685,75"
"331251";"92";"CD";"43,995";"0,0000";"0";"0"
"331737";"1";"LOJA";"51,345";"0,0000";"467,145";"2215,395"
"331737";"2";"LOJA";"56,595";"0,0000";"514,395";"2446,395"
"331737";"3";"LOJA";"56,595";"0,0000";"514,395";"2446,395"
"331737";"4";"LOJA";"56,595";"0,0000";"514,395";"2446,395"
"331737";"5";"LOJA";"63,945";"0,0000";"581,595";"2761,395"
"331737";"6";"LOJA";"31,395";"0,0000";"285,495";"1354,395"
"331737";"7";"LOJA";"49,245";"0,0000";"447,3";"2126,25"
"331737";"8";"LOJA";"52,395";"0,0000";"476,595";"2257,395"
"331737";"9";"LOJA";"56,595";"0,0000";"0";"0"
"331737";"92";"CD";"36,645";"0,0000";"332,85";"1582,35"
"332011";"1";"LOJA";"15,645";"33,5570";"284,445";"1354,395"
"332011";"2";"LOJA";"15,645";"33,5570";"284,445";"1354,395"
"332011";"3";"LOJA";"15,645";"33,5570";"284,445";"1354,395"
"332011";"4";"LOJA";"15,645";"33,5570";"284,445";"1354,395"
"332011";"5";"LOJA";"15,645";"33,5570";"284,445";"1354,395"
"332011";"6";"LOJA";"15,645";"33,5570";"284,445";"1354,395"
"332011";"7";"LOJA";"15,645";"33,5570";"284,445";"1354,395"
"332011";"8";"LOJA";"15,645";"33,5570";"284,445";"1354,395"
"332011";"9";"LOJA";"15,645";"33,5570";"284,445";"1354,395"
"332011";"92";"CD";"15,645";"33,5570";"284,445";"1354,395"
"332011";"93";"CD";"15,645";"33,5570";"284,445";"1354,395"
"333146";"1";"LOJA";"209,895";"0,0000";"";""
"333146";"2";"LOJA";"219,345";"0,0000";"";""
"333146";"3";"LOJA";"217,245";"0,0000";"";""
"333146";"4";"LOJA";"219,345";"0,0000";"";""
"333146";"5";"LOJA";"209,895";"0,0000";"";""
"333146";"6";"LOJA";"217,245";"0,0000";"";""
"333146";"7";"LOJA";"187,95";"0,0000";"";""
"333146";"8";"LOJA";"206,745";"0,0000";"";""
"333146";"9";"LOJA";"217,245";"0,0000";"";""
"333146";"92";"CD";"209,895";"0,0000";"";""
"333146";"93";"CD";"209,895";"0,0000";"";""
"333503";"1";"LOJA";"103,95";"0,0000";"6992,895";"13429,395"
"333503";"2";"LOJA";"103,95";"0,0000";"6992,895";"13429,395"
"333503";"3";"LOJA";"103,95";"0,0000";"6992,895";"13429,395"
"333503";"4";"LOJA";"103,95";"0,0000";"6992,895";"13429,395"
"333503";"5";"LOJA";"91,245";"0,0000";"6142,395";"11791,395"
"333503";"6";"LOJA";"103,95";"0,0000";"6996,15";"13433,7"
"333503";"7";"LOJA";"103,845";"0,0000";"6989,85";"13420,05"
"333503";"8";"LOJA";"104,895";"0,0000";"7055,895";"13544,895"
"333503";"9";"LOJA";"103,95";"0,0000";"6992,895";"13429,395"
"333503";"92";"CD";"103,95";"0,0000";"6992,895";"13429,395"
"333671";"1";"LOJA";"70,245";"0,0000";"383,145";"1816,395"
"333671";"2";"LOJA";"64,995";"0,0000";"354,795";"1679,895"
"333671";"3";"LOJA";"72,345";"0,0000";"394,695";"1879,395"
"333671";"4";"LOJA";"64,995";"0,0000";"354,795";"1679,895"
"333671";"5";"LOJA";"78,645";"0,0000";"429,345";"2036,895"
"333671";"6";"LOJA";"68,145";"0,0000";"371,595";"1763,895"
"333671";"7";"LOJA";"74,445";"0,0000";"406,245";"1931,895"
"333671";"8";"LOJA";"62,895";"0,0000";"343,245";"1627,395"
"333671";"9";"LOJA";"72,345";"0,0000";"394,695";"1879,395"
"333671";"92";"CD";"61,95";"0,0000";"337,995";"1606,395"
"333959";"1";"LOJA";"318,045";"0,0000";"1511,895";"7192,395"
"333959";"2";"LOJA";"305,445";"0,0000";"1459,395";"6908,895"
"333959";"3";"LOJA";"302,295";"0,0000";"1438,395";"6835,395"
"333959";"4";"LOJA";"305,445";"0,0000";"1459,395";"6908,895"
"333959";"5";"LOJA";"313,95";"0,0000";"1495,2";"7101,15"
"333959";"6";"LOJA";"219,45";"0,0000";"1045,695";"4966,395"
"333959";"7";"LOJA";"261,345";"0,0000";"1238,895";"5890,395"
"333959";"8";"LOJA";"305,445";"0,0000";"1459,395";"6908,895"
"333959";"9";"LOJA";"302,295";"0,0000";"1438,395";"6835,395"
"333959";"92";"CD";"292,845";"0,0000";"1396,395";"6635,895"
"333959";"93";"CD";"292,845";"0,0000";"1396,395";"6635,895"
"334173";"1";"LOJA";"27,195";"23,1660";"259,245";"1228,395"
"334173";"2";"LOJA";"27,195";"23,1660";"259,245";"1228,395"
"334173";"3";"LOJA";"29,295";"28,6738";"279,195";"1322,895"
"334173";"4";"LOJA";"27,195";"23,1660";"259,245";"1228,395"
"334173";"5";"LOJA";"27,195";"23,1660";"259,245";"1228,395"
"334173";"6";"LOJA";"22,995";"27,3973";"219,345";"1042,545"
"334173";"7";"LOJA";"31,395";"36,7893";"299,145";"1417,395"
"334173";"8";"LOJA";"27,195";"23,1660";"259,245";"1228,395"
"334173";"9";"LOJA";"29,295";"28,6738";"279,195";"1322,895"
"334173";"92";"CD";"27,195";"23,1660";"259,245";"1228,395"
"334173";"93";"CD";"24,045";"0,0000";"228,9";"1087,8"
"334452";"1";"LOJA";"1742,895";"0,0000";"4976,895";"14185,395"
"334452";"2";"LOJA";"1743";"0,0000";"4976,895";"14185,395"
"334452";"3";"LOJA";"1761,9";"22,5328";"5033,7";"14346,15"
"334452";"4";"LOJA";"1743";"0,0000";"4976,895";"14185,395"
"334452";"5";"LOJA";"1710,45";"0,0000";"4886,7";"13928,25"
"334452";"6";"LOJA";"1732,5";"0,0000";"4949,7";"14106,75"
"334452";"7";"LOJA";"1710,45";"0,0000";"4886,7";"13928,25"
"334452";"8";"LOJA";"1743";"0,0000";"4980,15";"14192,85"
"334452";"9";"LOJA";"1761,9";"22,5328";"5033,7";"14346,15"
"334452";"92";"CD";"1743";"0,0000";"4976,895";"14185,395"
"334847";"1";"LOJA";"52,395";"26,0521";"476,595";"2257,395"
"334847";"2";"LOJA";"35,595";"0,0000";"324,345";"1532,895"
"334847";"3";"LOJA";"52,395";"26,0521";"476,595";"2257,395"
"334847";"4";"LOJA";"52,395";"26,0521";"476,595";"2257,395"
"334847";"5";"LOJA";"54,495";"34,6800";"495,495";"2351,895"
"334847";"6";"LOJA";"54,495";"28,9017";"495,495";"2351,895"
"334847";"7";"LOJA";"54,495";"28,9017";"495,495";"2351,895"
"334847";"8";"LOJA";"56,595";"37,1100";"514,395";"2446,395"
"334847";"9";"LOJA";"52,395";"0,0000";"476,595";"2267,895"
"334847";"92";"CD";"52,395";"0,0000";"476,595";"2267,895"
"334847";"93";"CD";"52,395";"0,0000";"476,595";"2267,895"
"335231";"1";"LOJA";"94,395";"0,0000";"172,095";"817,845"
"335231";"2";"LOJA";"100,695";"27,1100";"183,645";"870,345"
"335231";"3";"LOJA";"94,395";"0,0000";"172,095";"817,845"
"335231";"4";"LOJA";"100,695";"27,1100";"183,645";"870,345"
"335231";"5";"LOJA";"94,395";"0,0000";"172,095";"817,845"
"335231";"6";"LOJA";"100,695";"27,1100";"183,645";"870,345"
"335231";"7";"LOJA";"94,395";"0,0000";"172,095";"817,845"
"335231";"8";"LOJA";"94,395";"0,0000";"172,095";"817,845"
"335231";"9";"LOJA";"94,395";"22,2500";"0";"0"
"335231";"92";"CD";"100,695";"27,1100";"183,645";"870,345"
"33532";"1";"LOJA";"13,545";"0,0000";"147,945";"702,345"
"33532";"2";"LOJA";"12,495";"0,0000";"136,395";"648,795"
"33532";"3";"LOJA";"12,495";"0,0000";"136,395";"647,745"
"33532";"4";"LOJA";"12,495";"0,0000";"136,395";"648,795"
"33532";"5";"LOJA";"12,495";"0,0000";"136,395";"647,745"
"33532";"6";"LOJA";"12,495";"0,0000";"136,395";"647,745"
"33532";"7";"LOJA";"11,445";"0,0000";"124,845";"593,145"
"33532";"8";"LOJA";"12,495";"0,0000";"136,395";"647,745"
"33532";"9";"LOJA";"12,495";"0,0000";"136,395";"647,745"
"33532";"92";"CD";"12,495";"0,0000";"136,395";"648,795"
"335509";"1";"LOJA";"436,695";"0,0000";"";""
"335509";"2";"LOJA";"419,895";"0,0000";"";""
"335509";"3";"LOJA";"432,495";"0,0000";"";""
"335509";"4";"LOJA";"419,895";"0,0000";"";""
"335509";"5";"LOJA";"432,495";"0,0000";"";""
"335509";"6";"LOJA";"419,895";"0,0000";"";""
"335509";"7";"LOJA";"419,895";"50,0125";"";""
"335509";"8";"LOJA";"419,895";"0,0000";"";""
"335509";"9";"LOJA";"432,495";"0,0000";"";""
"335509";"92";"CD";"419,895";"0,0000";"";""
"335509";"93";"CD";"419,895";"0,0000";"";""
"335522";"1";"LOJA";"80,745";"0,0000";"733,95";"3487,05"
"335522";"2";"LOJA";"80,745";"0,0000";"734,895";"3485,895"
"335522";"3";"LOJA";"84,945";"0,0000";"772,695";"3664,395"
"335522";"4";"LOJA";"80,745";"0,0000";"734,895";"3485,895"
"335522";"5";"LOJA";"80,745";"0,0000";"733,95";"3487,05"
"335522";"6";"LOJA";"80,745";"0,0000";"733,95";"3487,05"
"335522";"7";"LOJA";"80,745";"0,0000";"733,95";"3487,05"
"335522";"8";"LOJA";"88,095";"0,0000";"801,045";"3800,895"
"335522";"9";"LOJA";"84,945";"0,0000";"0";"0"
"335522";"92";"CD";"80,745";"0,0000";"0";"0"
"335575";"1";"LOJA";"36,015";"0,0000";"491,4";"2334,15"
"335575";"2";"LOJA";"36,645";"45,8453";"499,695";"2372,895"
"335575";"3";"LOJA";"37,695";"0,0000";"514,5";"2441,25"
"335575";"4";"LOJA";"36,645";"0,0000";"499,695";"2372,895"
"335575";"5";"LOJA";"39,795";"0,0000";"542,745";"2572,395"
"335575";"6";"LOJA";"34,65";"0,0000";"472,5";"2244,9"
"335575";"7";"LOJA";"36,645";"0,0000";"499,695";"2372,895"
"335575";"8";"LOJA";"34,65";"0,0000";"472,5";"2244,9"
"335575";"9";"LOJA";"41,895";"0,0000";"560,595";"2666,895"
"335575";"92";"CD";"34,65";"0,0000";"472,5";"2244,9"
"336232";"1";"LOJA";"52,395";"0,0000";"3527,895";"6772,395"
"336232";"2";"LOJA";"50,295";"12,5261";"3380,895";"6499,395"
"336232";"3";"LOJA";"52,395";"0,0000";"3526,95";"6771,45"
"336232";"4";"LOJA";"50,295";"0,0000";"3380,895";"6499,395"
"336232";"5";"LOJA";"52,395";"0,0000";"3527,895";"6772,395"
"336232";"6";"LOJA";"48,195";"0,0000";"3244,395";"0"
"336232";"7";"LOJA";"54,495";"0,0000";"3664,395";"0"
"336232";"8";"LOJA";"52,395";"0,0000";"3527,895";"6772,395"
"336232";"9";"LOJA";"52,395";"34,0681";"3526,95";"6771,45"
"336232";"92";"CD";"48,195";"0,0000";"3244,395";"6226,395"
"336471";"1";"LOJA";"108,045";"0,0000";"7276,395";"13964,895"
"336471";"2";"LOJA";"108,045";"12,6336";"7276,395";"13964,895"
"336471";"3";"LOJA";"136,395";"45,4196";"9176,895";"17618,895"
"336471";"4";"LOJA";"108,045";"0,0000";"7276,395";"13964,895"
"336471";"5";"LOJA";"124,95";"0,0000";"36201,9";"0"
"336471";"6";"LOJA";"103,95";"0,0000";"6992,895";"13429,395"
