"CODIGO";"COD_EMPRESA";"CATEGORIA";"PRECO_EMBALAGEM_0";"PERC_DESCTO_ADICIONAL_EMBALAGEM_0";"PRECO_EMBALAGEM_1";"PRECO_EMBALAGEM_2"
"458429";"9";"LOJA";"2203,95";"0,0000";"";""
"458429";"92";"CD";"2203,95";"0,0000";"";""
"458429";"93";"CD";"2203,95";"0,0000";"";""
"458432";"1";"LOJA";"1091,895";"0,0000";"";""
"458432";"2";"LOJA";"1091,895";"0,0000";"";""
"458432";"3";"LOJA";"1144,5";"0,0000";"";""
"458432";"4";"LOJA";"1091,895";"0,0000";"";""
"458432";"5";"LOJA";"1144,395";"0,0000";"";""
"458432";"6";"LOJA";"1091,895";"0,0000";"";""
"458432";"7";"LOJA";"1144,395";"0,0000";"";""
"458432";"8";"LOJA";"1091,895";"0,0000";"";""
"458432";"9";"LOJA";"1144,5";"0,0000";"";""
"458432";"92";"CD";"1165,395";"0,0000";"";""
"458432";"93";"CD";"1091,895";"0,0000";"";""
"458433";"1";"LOJA";"1606,395";"0,0000";"";""
"458433";"2";"LOJA";"1606,395";"0,0000";"";""
"458433";"3";"LOJA";"1659";"36,7089";"";""
"458433";"4";"LOJA";"1606,395";"0,0000";"";""
"458433";"5";"LOJA";"1658,895";"0,0000";"";""
"458433";"6";"LOJA";"1616,895";"0,0000";"";""
"458433";"7";"LOJA";"1774,395";"36,0968";"";""
"458433";"8";"LOJA";"1606,395";"0,0000";"";""
"458433";"9";"LOJA";"1659";"36,7089";"";""
"458433";"92";"CD";"1711,395";"0,0000";"";""
"458433";"93";"CD";"1616,895";"0,0000";"";""
"458438";"1";"LOJA";"1217,895";"0,0000";"";""
"458438";"2";"LOJA";"1009,995";"0,0000";"";""
"458438";"3";"LOJA";"1112,895";"36,5129";"";""
"458438";"4";"LOJA";"1009,995";"0,0000";"";""
"458438";"5";"LOJA";"1091,895";"0,0000";"";""
"458438";"6";"LOJA";"1015,35";"0,0000";"";""
"458438";"7";"LOJA";"1133,895";"0,0000";"";""
"458438";"8";"LOJA";"1009,995";"30,5645";"";""
"458438";"9";"LOJA";"1112,895";"36,5129";"";""
"458438";"92";"CD";"1009,995";"0,0000";"";""
"458438";"93";"CD";"1015,35";"0,0000";"";""
"458439";"1";"LOJA";"1123,395";"0,0000";"";""
"458439";"2";"LOJA";"1123,395";"0,0000";"";""
"458439";"3";"LOJA";"1155";"31,3727";"";""
"458439";"4";"LOJA";"1123,395";"0,0000";"";""
"458439";"5";"LOJA";"1154,895";"0,0000";"";""
"458439";"6";"LOJA";"1123,5";"0,0000";"";""
"458439";"7";"LOJA";"1123,395";"0,0000";"";""
"458439";"8";"LOJA";"1123,395";"0,0000";"";""
"458439";"9";"LOJA";"1155";"31,3727";"";""
"458439";"92";"CD";"1123,395";"0,0000";"";""
"458439";"93";"CD";"1123,5";"0,0000";"";""
"458440";"1";"LOJA";"1679,895";"0,0000";"";""
"458440";"2";"LOJA";"1679,895";"0,0000";"";""
"458440";"3";"LOJA";"1743";"0,0000";"";""
"458440";"4";"LOJA";"1679,895";"0,0000";"";""
"458440";"5";"LOJA";"1732,395";"0,0000";"";""
"458440";"6";"LOJA";"1690,5";"0,0000";"";""
"458440";"7";"LOJA";"1679,895";"0,0000";"";""
"458440";"8";"LOJA";"1784,895";"0,0000";"";""
"458440";"9";"LOJA";"1743";"0,0000";"";""
"458440";"92";"CD";"1679,895";"0,0000";"";""
"458440";"93";"CD";"1690,5";"0,0000";"";""
"458441";"1";"LOJA";"1522,395";"0,0000";"";""
"458441";"2";"LOJA";"1522,395";"32,5540";"";""
"458441";"3";"LOJA";"1627,395";"0,0000";"";""
"458441";"4";"LOJA";"1522,395";"32,5540";"";""
"458441";"5";"LOJA";"1627,395";"0,0000";"";""
"458441";"6";"LOJA";"1522,5";"0,0000";"";""
"458441";"7";"LOJA";"1522,395";"0,0000";"";""
"458441";"8";"LOJA";"1522,395";"0,0000";"";""
"458441";"9";"LOJA";"1627,395";"0,0000";"";""
"458441";"92";"CD";"1522,395";"32,5540";"";""
"458441";"93";"CD";"1606,395";"0,0000";"";""
"458453";"1";"LOJA";"27,195";"0,0000";"";""
"458453";"2";"LOJA";"26,145";"0,0000";"";""
"458453";"3";"LOJA";"33,495";"0,0000";"";""
"458453";"4";"LOJA";"26,145";"0,0000";"";""
"458453";"5";"LOJA";"31,395";"0,0000";"";""
"458453";"6";"LOJA";"54,495";"0,0000";"";""
"458453";"7";"LOJA";"31,395";"0,0000";"";""
"458453";"8";"LOJA";"26,145";"0,0000";"";""
"458453";"9";"LOJA";"33,495";"0,0000";"";""
"458453";"92";"CD";"26,145";"0,0000";"";""
"458453";"93";"CD";"31,395";"0,0000";"";""
"458454";"1";"LOJA";"41,895";"0,0000";"";""
"458454";"2";"LOJA";"41,895";"0,0000";"";""
"458454";"3";"LOJA";"41,895";"0,0000";"";""
"458454";"4";"LOJA";"41,895";"0,0000";"";""
"458454";"5";"LOJA";"41,895";"0,0000";"";""
"458454";"6";"LOJA";"41,895";"0,0000";"";""
"458454";"7";"LOJA";"41,895";"0,0000";"";""
"458454";"8";"LOJA";"45,045";"0,0000";"";""
"458454";"9";"LOJA";"41,895";"0,0000";"";""
"458454";"92";"CD";"38,745";"0,0000";"";""
"458454";"93";"CD";"34,545";"0,0000";"";""
"458458";"1";"LOJA";"136,395";"0,0000";"";""
"458458";"2";"LOJA";"156,345";"0,0000";"";""
"458458";"3";"LOJA";"157,395";"0,0000";"";""
"458458";"4";"LOJA";"156,345";"0,0000";"";""
"458458";"5";"LOJA";"204,645";"0,0000";"";""
"458458";"6";"LOJA";"204,645";"0,0000";"";""
"458458";"7";"LOJA";"204,645";"0,0000";"";""
"458458";"8";"LOJA";"156,345";"0,0000";"";""
"458458";"9";"LOJA";"157,395";"0,0000";"";""
"458458";"92";"CD";"135,45";"0,0000";"";""
"458679";"1";"LOJA";"18,795";"0,0000";"";""
"458679";"2";"LOJA";"18,795";"0,0000";"";""
"458679";"3";"LOJA";"18,795";"0,0000";"";""
"458679";"4";"LOJA";"18,795";"0,0000";"";""
"458679";"5";"LOJA";"18,795";"0,0000";"";""
"458679";"6";"LOJA";"18,795";"0,0000";"";""
"458679";"7";"LOJA";"18,795";"0,0000";"";""
"458679";"8";"LOJA";"18,795";"44,6927";"";""
"458679";"9";"LOJA";"18,795";"0,0000";"";""
"458679";"92";"CD";"18,795";"0,0000";"";""
"458679";"93";"CD";"18,795";"0,0000";"";""
"458682";"1";"LOJA";"167,895";"31,2695";"";""
"458682";"2";"LOJA";"167,895";"0,0000";"";""
"458682";"3";"LOJA";"167,895";"31,2695";"";""
"458682";"4";"LOJA";"167,895";"0,0000";"";""
"458682";"5";"LOJA";"167,895";"31,2695";"";""
"458682";"6";"LOJA";"167,895";"0,0000";"";""
"458682";"7";"LOJA";"167,895";"0,0000";"";""
"458682";"8";"LOJA";"167,895";"31,2695";"";""
"458682";"9";"LOJA";"167,895";"31,2695";"";""
"458682";"92";"CD";"167,895";"0,0000";"";""
"458682";"93";"CD";"167,895";"0,0000";"";""
"458753";"1";"LOJA";"21,945";"0,0000";"";""
"458753";"2";"LOJA";"21,945";"0,0000";"";""
"458753";"3";"LOJA";"21,945";"0,0000";"";""
"458753";"4";"LOJA";"21,945";"0,0000";"";""
"458753";"5";"LOJA";"20,895";"0,0000";"";""
"458753";"6";"LOJA";"21,945";"0,0000";"";""
"458753";"7";"LOJA";"21,945";"0,0000";"";""
"458753";"8";"LOJA";"21,945";"0,0000";"";""
"458753";"9";"LOJA";"20,895";"0,0000";"";""
"458753";"92";"CD";"21,945";"0,0000";"";""
"458753";"93";"CD";"21,945";"0,0000";"";""
"458760";"1";"LOJA";"26,145";"0,0000";"";""
"458760";"2";"LOJA";"26,145";"0,0000";"";""
"458760";"3";"LOJA";"26,145";"0,0000";"";""
"458760";"4";"LOJA";"26,145";"0,0000";"";""
"458760";"5";"LOJA";"26,145";"0,0000";"";""
"458760";"6";"LOJA";"26,145";"0,0000";"";""
"458760";"7";"LOJA";"26,145";"0,0000";"";""
"458760";"8";"LOJA";"26,145";"0,0000";"";""
"458760";"9";"LOJA";"26,145";"0,0000";"";""
"458760";"92";"CD";"26,145";"0,0000";"";""
"458760";"93";"CD";"26,145";"0,0000";"";""
"458798";"1";"LOJA";"1154,895";"0,0000";"";""
"458798";"2";"LOJA";"1112,895";"0,0000";"";""
"458798";"3";"LOJA";"1060,395";"0,0000";"";""
"458798";"4";"LOJA";"1112,895";"0,0000";"";""
"458798";"5";"LOJA";"1091,895";"0,0000";"";""
"458798";"6";"LOJA";"1060,395";"0,0000";"";""
"458798";"7";"LOJA";"1091,895";"0,0000";"";""
"458798";"8";"LOJA";"1112,895";"0,0000";"";""
"458798";"9";"LOJA";"1060,395";"0,0000";"";""
"458798";"92";"CD";"1112,895";"15,1807";"";""
"458798";"93";"CD";"1006,95";"0,0000";"";""
"458809";"1";"LOJA";"167,895";"37,5235";"";""
"458809";"2";"LOJA";"167,895";"37,5235";"";""
"458809";"3";"LOJA";"167,895";"37,5235";"";""
"458809";"4";"LOJA";"167,895";"37,5235";"";""
"458809";"5";"LOJA";"167,895";"37,5235";"";""
"458809";"6";"LOJA";"167,895";"37,5235";"";""
"458809";"7";"LOJA";"167,895";"37,5235";"";""
"458809";"8";"LOJA";"167,895";"37,5235";"";""
"458809";"9";"LOJA";"167,895";"37,5235";"";""
"458809";"92";"CD";"167,895";"37,5235";"";""
"458809";"93";"CD";"167,895";"37,5235";"";""
"458811";"1";"LOJA";"167,895";"37,5235";"";""
"458811";"2";"LOJA";"167,895";"37,5235";"";""
"458811";"3";"LOJA";"167,895";"37,5235";"";""
"458811";"4";"LOJA";"167,895";"37,5235";"";""
"458811";"5";"LOJA";"167,895";"37,5235";"";""
"458811";"6";"LOJA";"167,895";"37,5235";"";""
"458811";"7";"LOJA";"167,895";"37,5235";"";""
"458811";"8";"LOJA";"167,895";"37,5235";"";""
"458811";"9";"LOJA";"167,895";"37,5235";"";""
"458811";"92";"CD";"167,895";"37,5235";"";""
"458811";"93";"CD";"167,895";"37,5235";"";""
"458826";"1";"LOJA";"45,045";"0,0000";"";""
"458826";"2";"LOJA";"45,045";"6,9930";"";""
"458826";"3";"LOJA";"42,945";"0,0000";"";""
"458826";"4";"LOJA";"45,045";"6,9930";"";""
"458826";"5";"LOJA";"45,045";"0,0000";"";""
"458826";"6";"LOJA";"45,045";"6,9930";"";""
"458826";"7";"LOJA";"45,045";"0,0000";"";""
"458826";"8";"LOJA";"45,045";"0,0000";"";""
"458826";"9";"LOJA";"42,945";"0,0000";"";""
"458826";"92";"CD";"45,045";"0,0000";"";""
"458826";"93";"CD";"45,045";"0,0000";"";""
"458827";"1";"LOJA";"45,045";"0,0000";"";""
"458827";"2";"LOJA";"45,045";"0,0000";"";""
"458827";"3";"LOJA";"45,045";"6,9930";"";""
"458827";"4";"LOJA";"45,045";"6,9930";"";""
"458827";"5";"LOJA";"45,045";"6,9930";"";""
"458827";"6";"LOJA";"45,045";"0,0000";"";""
"458827";"7";"LOJA";"45,045";"6,9930";"";""
"458827";"8";"LOJA";"45,045";"0,0000";"";""
"458827";"9";"LOJA";"45,045";"0,0000";"";""
"458827";"92";"CD";"45,045";"0,0000";"";""
"458827";"93";"CD";"45,045";"0,0000";"";""
"458832";"1";"LOJA";"45,045";"0,0000";"";""
"458832";"2";"LOJA";"45,045";"0,0000";"";""
"458832";"3";"LOJA";"45,045";"0,0000";"";""
"458832";"4";"LOJA";"45,045";"6,9930";"";""
"458832";"5";"LOJA";"46,095";"0,0000";"";""
"458832";"6";"LOJA";"45,045";"6,9930";"";""
"458832";"7";"LOJA";"45,045";"0,0000";"";""
"458832";"8";"LOJA";"43,995";"0,0000";"";""
"458832";"9";"LOJA";"45,045";"0,0000";"";""
"458832";"92";"CD";"45,045";"0,0000";"";""
"458832";"93";"CD";"45,045";"0,0000";"";""
"458849";"1";"LOJA";"24,045";"0,0000";"";""
"458849";"2";"LOJA";"24,045";"0,0000";"";""
"458849";"3";"LOJA";"24,045";"21,8341";"";""
"458849";"4";"LOJA";"24,045";"21,8341";"";""
"458849";"5";"LOJA";"24,045";"21,8341";"";""
"458849";"6";"LOJA";"24,045";"21,8341";"";""
"458849";"7";"LOJA";"24,045";"21,8341";"";""
"458849";"8";"LOJA";"24,045";"21,8341";"";""
"458849";"9";"LOJA";"24,045";"21,8341";"";""
"458849";"92";"CD";"24,045";"0,0000";"";""
"458849";"93";"CD";"24,045";"0,0000";"";""
"458850";"1";"LOJA";"24,045";"0,0000";"";""
"458850";"2";"LOJA";"24,045";"0,0000";"";""
"458850";"3";"LOJA";"24,045";"0,0000";"";""
"458850";"4";"LOJA";"24,045";"0,0000";"";""
"458850";"5";"LOJA";"24,045";"0,0000";"";""
"458850";"6";"LOJA";"24,045";"0,0000";"";""
"458850";"7";"LOJA";"24,045";"0,0000";"";""
"458850";"8";"LOJA";"24,045";"0,0000";"";""
"458850";"9";"LOJA";"24,045";"0,0000";"";""
"458850";"92";"CD";"24,045";"0,0000";"";""
"458850";"93";"CD";"24,045";"0,0000";"";""
"458852";"1";"LOJA";"146,895";"21,4439";"";""
"458852";"2";"LOJA";"146,895";"0,0000";"";""
"458852";"3";"LOJA";"146,895";"0,0000";"";""
"458852";"4";"LOJA";"146,895";"0,0000";"";""
"458852";"5";"LOJA";"146,895";"21,4439";"";""
"458852";"6";"LOJA";"146,895";"0,0000";"";""
"458852";"7";"LOJA";"146,895";"0,0000";"";""
"458852";"8";"LOJA";"146,895";"21,4439";"";""
"458852";"9";"LOJA";"146,895";"0,0000";"";""
"458852";"92";"CD";"146,895";"0,0000";"";""
"458852";"93";"CD";"146,895";"0,0000";"";""
"458853";"1";"LOJA";"199,395";"0,0000";"";""
"458853";"2";"LOJA";"199,395";"0,0000";"";""
"458853";"3";"LOJA";"199,395";"21,0637";"";""
"458853";"4";"LOJA";"199,395";"0,0000";"";""
"458853";"5";"LOJA";"199,395";"0,0000";"";""
"458853";"6";"LOJA";"199,395";"21,0637";"";""
"458853";"7";"LOJA";"199,395";"0,0000";"";""
"458853";"8";"LOJA";"199,395";"0,0000";"";""
"458853";"9";"LOJA";"199,395";"21,0637";"";""
"458853";"92";"CD";"199,395";"0,0000";"";""
"458853";"93";"CD";"199,395";"0,0000";"";""
"458881";"1";"LOJA";"178,395";"23,5433";"";""
"458881";"2";"LOJA";"178,395";"23,5433";"";""
"458881";"3";"LOJA";"178,395";"23,5433";"";""
"458881";"4";"LOJA";"178,395";"23,5433";"";""
"458881";"5";"LOJA";"178,395";"23,5433";"";""
"458881";"6";"LOJA";"178,395";"23,5433";"";""
"458881";"7";"LOJA";"178,395";"0,0000";"";""
"458881";"8";"LOJA";"178,395";"23,5433";"";""
"458881";"9";"LOJA";"177,45";"0,0000";"";""
"458881";"92";"CD";"178,395";"0,0000";"";""
"458881";"93";"CD";"177,45";"0,0000";"";""
"458945";"1";"LOJA";"83,895";"0,0000";"";""
"458945";"2";"LOJA";"83,895";"0,0000";"";""
"458945";"3";"LOJA";"83,895";"0,0000";"";""
"458945";"4";"LOJA";"83,895";"0,0000";"";""
"458945";"5";"LOJA";"83,895";"0,0000";"";""
"458945";"6";"LOJA";"83,895";"0,0000";"";""
"458945";"7";"LOJA";"83,895";"0,0000";"";""
"458945";"8";"LOJA";"83,895";"0,0000";"";""
"458945";"9";"LOJA";"83,895";"0,0000";"";""
"458945";"92";"CD";"83,895";"0,0000";"";""
"458945";"93";"CD";"94,395";"0,0000";"";""
"458946";"1";"LOJA";"94,395";"0,0000";"";""
"458946";"2";"LOJA";"94,395";"0,0000";"";""
"458946";"3";"LOJA";"94,395";"0,0000";"";""
"458946";"4";"LOJA";"94,395";"0,0000";"";""
"458946";"5";"LOJA";"94,395";"0,0000";"";""
"458946";"6";"LOJA";"94,395";"0,0000";"";""
"458946";"7";"LOJA";"94,395";"0,0000";"";""
"458946";"8";"LOJA";"94,395";"0,0000";"";""
"458946";"9";"LOJA";"94,395";"0,0000";"";""
"458946";"92";"CD";"94,395";"0,0000";"";""
"458946";"93";"CD";"89,145";"0,0000";"";""
"458947";"1";"LOJA";"125,895";"0,0000";"";""
"458947";"2";"LOJA";"125,895";"0,0000";"";""
"458947";"3";"LOJA";"125,895";"0,0000";"";""
"458947";"4";"LOJA";"125,895";"0,0000";"";""
"458947";"5";"LOJA";"125,895";"0,0000";"";""
"458947";"6";"LOJA";"125,895";"0,0000";"";""
"458947";"7";"LOJA";"125,895";"0,0000";"";""
"458947";"8";"LOJA";"125,895";"0,0000";"";""
"458947";"9";"LOJA";"125,895";"0,0000";"";""
"458947";"92";"CD";"125,895";"0,0000";"";""
"458947";"93";"CD";"145,95";"0,0000";"";""
"459029";"1";"LOJA";"1364,895";"0,0000";"";""
"459029";"2";"LOJA";"1364,895";"0,0000";"";""
"459029";"3";"LOJA";"1364,895";"0,0000";"";""
"459029";"4";"LOJA";"1364,895";"0,0000";"";""
"459029";"5";"LOJA";"1364,895";"0,0000";"";""
"459029";"6";"LOJA";"1375,395";"0,0000";"";""
"459029";"7";"LOJA";"1364,895";"0,0000";"";""
"459029";"8";"LOJA";"1364,895";"0,0000";"";""
"459029";"9";"LOJA";"1364,895";"0,0000";"";""
"459029";"92";"CD";"1364,895";"0,0000";"";""
"459029";"93";"CD";"1364,895";"0,0000";"";""
"459031";"1";"LOJA";"1364,895";"0,0000";"";""
"459031";"2";"LOJA";"1364,895";"0,0000";"";""
"459031";"3";"LOJA";"1364,895";"0,0000";"";""
"459031";"4";"LOJA";"1364,895";"0,0000";"";""
"459031";"5";"LOJA";"1364,895";"0,0000";"";""
"459031";"6";"LOJA";"1364,895";"0,0000";"";""
"459031";"7";"LOJA";"1364,895";"0,0000";"";""
"459031";"8";"LOJA";"1364,895";"0,0000";"";""
"459031";"9";"LOJA";"1364,895";"0,0000";"";""
"459031";"92";"CD";"1364,895";"0,0000";"";""
"459031";"93";"CD";"1364,895";"0,0000";"";""
"459053";"1";"LOJA";"206,85";"0,0000";"";""
"459053";"2";"LOJA";"198,45";"0,0000";"";""
"459053";"3";"LOJA";"210,945";"0,0000";"";""
"459053";"4";"LOJA";"198,45";"0,0000";"";""
"459053";"5";"LOJA";"204,75";"0,0000";"";""
"459053";"6";"LOJA";"198,45";"0,0000";"";""
"459053";"7";"LOJA";"198,45";"0,0000";"";""
"459053";"8";"LOJA";"198,45";"0,0000";"";""
"459053";"9";"LOJA";"210,945";"0,0000";"";""
"459053";"92";"CD";"198,45";"0,0000";"";""
"459053";"93";"CD";"198,45";"0,0000";"";""
"459054";"1";"LOJA";"152,145";"0,0000";"";""
"459054";"2";"LOJA";"98,595";"0,0000";"";""
"459054";"3";"LOJA";"157,395";"0,0000";"";""
"459054";"4";"LOJA";"98,595";"0,0000";"";""
"459054";"5";"LOJA";"151,095";"0,0000";"";""
"459054";"6";"LOJA";"152,145";"0,0000";"";""
"459054";"7";"LOJA";"152,145";"0,0000";"";""
"459054";"8";"LOJA";"152,145";"0,0000";"";""
"459054";"9";"LOJA";"157,395";"0,0000";"";""
"459054";"92";"CD";"94,395";"0,0000";"";""
"459054";"93";"CD";"145,845";"0,0000";"";""
"459072";"1";"LOJA";"45,045";"0,0000";"";""
"459072";"2";"LOJA";"45,045";"13,9860";"";""
"459072";"3";"LOJA";"45,045";"0,0000";"";""
"459072";"4";"LOJA";"45,045";"0,0000";"";""
"459072";"5";"LOJA";"45,045";"0,0000";"";""
"459072";"6";"LOJA";"45,045";"0,0000";"";""
"459072";"7";"LOJA";"45,045";"0,0000";"";""
"459072";"8";"LOJA";"45,045";"0,0000";"";""
"459072";"9";"LOJA";"45,045";"0,0000";"";""
"459072";"92";"CD";"45,045";"0,0000";"";""
"459072";"93";"CD";"41,895";"0,0000";"";""
"459077";"1";"LOJA";"40,845";"5,1414";"";""
"459077";"2";"LOJA";"40,845";"5,1414";"";""
"459077";"3";"LOJA";"45,045";"0,0000";"";""
"459077";"4";"LOJA";"40,845";"5,1414";"";""
"459077";"5";"LOJA";"40,845";"5,1414";"";""
"459077";"6";"LOJA";"45,045";"0,0000";"";""
"459077";"7";"LOJA";"39,795";"2,6385";"";""
"459077";"8";"LOJA";"45,045";"0,0000";"";""
"459077";"9";"LOJA";"45,045";"0,0000";"";""
"459077";"92";"CD";"45,045";"0,0000";"";""
"459077";"93";"CD";"41,895";"0,0000";"";""
"459078";"1";"LOJA";"17,745";"0,0000";"";""
"459078";"2";"LOJA";"14,595";"0,0000";"";""
"459078";"3";"LOJA";"17,745";"0,0000";"";""
"459078";"4";"LOJA";"14,595";"7,1942";"";""
"459078";"5";"LOJA";"17,745";"0,0000";"";""
"459078";"6";"LOJA";"17,745";"0,0000";"";""
"459078";"7";"LOJA";"15,645";"13,4228";"";""
"459078";"8";"LOJA";"17,745";"0,0000";"";""
"459078";"9";"LOJA";"17,745";"0,0000";"";""
"459078";"92";"CD";"17,745";"0,0000";"";""
"459078";"93";"CD";"17,745";"0,0000";"";""
"459102";"1";"LOJA";"83,895";"0,0000";"";""
"459102";"2";"LOJA";"83,895";"0,0000";"";""
"459102";"3";"LOJA";"83,895";"0,0000";"";""
"459102";"4";"LOJA";"83,895";"0,0000";"";""
"459102";"5";"LOJA";"83,895";"33,6796";"";""
"459102";"6";"LOJA";"89,145";"37,5854";"";""
"459102";"7";"LOJA";"83,895";"33,6796";"";""
"459102";"8";"LOJA";"83,895";"0,0000";"";""
"459102";"9";"LOJA";"83,895";"33,6796";"";""
"459102";"92";"CD";"83,895";"0,0000";"";""
"459102";"93";"CD";"83,895";"0,0000";"";""
"459105";"1";"LOJA";"83,895";"0,0000";"";""
"459105";"2";"LOJA";"83,895";"33,6796";"";""
"459105";"3";"LOJA";"83,895";"0,0000";"";""
"459105";"4";"LOJA";"83,895";"0,0000";"";""
"459105";"5";"LOJA";"83,895";"0,0000";"";""
"459105";"6";"LOJA";"89,145";"37,5854";"";""
"459105";"7";"LOJA";"83,895";"0,0000";"";""
"459105";"8";"LOJA";"83,895";"33,6796";"";""
"459105";"9";"LOJA";"83,895";"0,0000";"";""
"459105";"92";"CD";"83,895";"0,0000";"";""
"459105";"93";"CD";"83,895";"0,0000";"";""
"459229";"1";"LOJA";"83,895";"0,0000";"";""
"459229";"2";"LOJA";"83,895";"0,0000";"";""
"459229";"3";"LOJA";"83,895";"0,0000";"";""
"459229";"4";"LOJA";"83,895";"0,0000";"";""
"459229";"5";"LOJA";"83,895";"0,0000";"";""
"459229";"6";"LOJA";"83,895";"0,0000";"";""
"459229";"7";"LOJA";"83,895";"0,0000";"";""
"459229";"8";"LOJA";"83,895";"0,0000";"";""
"459229";"9";"LOJA";"83,895";"0,0000";"";""
"459232";"1";"LOJA";"63,945";"0,0000";"";""
"459232";"2";"LOJA";"67,095";"0,0000";"";""
"459232";"3";"LOJA";"87,045";"0,0000";"";""
"459232";"4";"LOJA";"67,095";"0,0000";"";""
"459232";"5";"LOJA";"91,245";"0,0000";"";""
"459232";"6";"LOJA";"83,895";"43,8000";"";""
"459232";"7";"LOJA";"83,895";"0,0000";"";""
"459232";"8";"LOJA";"63,945";"0,0000";"";""
"459232";"9";"LOJA";"87,045";"0,0000";"";""
"459232";"92";"CD";"83,895";"0,0000";"";""
"459232";"93";"CD";"83,895";"0,0000";"";""
"459234";"1";"LOJA";"62,895";"0,0000";"";""
"459234";"2";"LOJA";"62,895";"0,0000";"";""
"459234";"3";"LOJA";"67,095";"59,4700";"";""
"459234";"4";"LOJA";"62,895";"56,7600";"";""
"459234";"5";"LOJA";"62,895";"28,3806";"";""
"459234";"6";"LOJA";"62,895";"0,0000";"";""
"459234";"7";"LOJA";"62,895";"56,7600";"";""
"459234";"8";"LOJA";"62,895";"56,7600";"";""
"459234";"9";"LOJA";"67,095";"59,4700";"";""
"459234";"92";"CD";"62,895";"0,0000";"";""
"459234";"93";"CD";"62,895";"0,0000";"";""
"459256";"1";"LOJA";"16,695";"0,0000";"";""
"459256";"2";"LOJA";"17,745";"0,0000";"";""
"459256";"3";"LOJA";"16,695";"0,0000";"";""
"459256";"4";"LOJA";"17,745";"0,0000";"";""
"459256";"5";"LOJA";"17,745";"0,0000";"";""
"459256";"6";"LOJA";"15,645";"0,0000";"";""
"459256";"7";"LOJA";"15,645";"0,0000";"";""
"459256";"8";"LOJA";"17,745";"0,0000";"";""
"459256";"9";"LOJA";"16,695";"0,0000";"";""
"459256";"92";"CD";"10,395";"0,0000";"";""
"459300";"1";"LOJA";"26,145";"32,1300";"";""
"459300";"2";"LOJA";"17,745";"0,0000";"";""
"459300";"3";"LOJA";"26,145";"32,1300";"";""
"459300";"4";"LOJA";"28,245";"37,1700";"";""
"459300";"5";"LOJA";"26,145";"32,1300";"";""
"459300";"6";"LOJA";"28,245";"37,1700";"";""
"459300";"7";"LOJA";"26,145";"0,0000";"";""
"459300";"8";"LOJA";"30,345";"41,5200";"";""
"459300";"9";"LOJA";"24,045";"0,0000";"";""
"459300";"92";"CD";"24,045";"0,0000";"";""
"459300";"93";"CD";"24,045";"0,0000";"";""
"459313";"1";"LOJA";"93,45";"32,6966";"";""
"459313";"2";"LOJA";"93,45";"32,6966";"";""
"459313";"3";"LOJA";"93,45";"32,6966";"";""
"459313";"4";"LOJA";"93,45";"32,6966";"";""
"459313";"5";"LOJA";"93,45";"32,6966";"";""
"459313";"6";"LOJA";"93,45";"32,6966";"";""
"459313";"7";"LOJA";"93,45";"32,6966";"";""
"459313";"8";"LOJA";"93,45";"32,6966";"";""
"459313";"9";"LOJA";"93,45";"32,6966";"";""
"459313";"92";"CD";"93,45";"32,6966";"";""
"459313";"93";"CD";"94,395";"0,0000";"";""
"459314";"1";"LOJA";"94,395";"0,0000";"";""
"459314";"2";"LOJA";"104,895";"0,0000";"";""
"459314";"3";"LOJA";"100,695";"0,0000";"";""
"459314";"4";"LOJA";"100,695";"27,0177";"";""
"459314";"5";"LOJA";"94,395";"0,0000";"";""
"459314";"6";"LOJA";"94,395";"0,0000";"";""
"459314";"7";"LOJA";"73,395";"0,0000";"";""
"459314";"8";"LOJA";"73,395";"0,0000";"";""
"459314";"9";"LOJA";"104,895";"0,0000";"";""
"459314";"92";"CD";"94,395";"0,0000";"";""
"459314";"93";"CD";"94,395";"0,0000";"";""
"459317";"1";"LOJA";"34,545";"0,0000";"";""
"459317";"2";"LOJA";"39,795";"18,4700";"";""
"459317";"3";"LOJA";"39,795";"18,4700";"";""
"459317";"4";"LOJA";"39,795";"18,4700";"";""
"459317";"5";"LOJA";"39,795";"18,4700";"";""
"459317";"6";"LOJA";"39,795";"18,4700";"";""
"459317";"7";"LOJA";"34,545";"0,0000";"";""
"459317";"8";"LOJA";"34,545";"0,0000";"";""
"459317";"9";"LOJA";"39,795";"18,4700";"";""
"459317";"92";"CD";"41,895";"0,0000";"";""
"459317";"93";"CD";"41,895";"0,0000";"";""
"459357";"1";"LOJA";"10,395";"0,0000";"";""
"459357";"2";"LOJA";"10,395";"0,0000";"";""
"459357";"3";"LOJA";"10,395";"0,0000";"";""
"459357";"4";"LOJA";"10,395";"0,0000";"";""
"459357";"5";"LOJA";"10,395";"0,0000";"";""
"459357";"6";"LOJA";"10,395";"0,0000";"";""
"459357";"7";"LOJA";"10,395";"0,0000";"";""
"459357";"8";"LOJA";"10,395";"0,0000";"";""
"459357";"9";"LOJA";"10,395";"40,4040";"";""
"459357";"92";"CD";"10,395";"0,0000";"";""
"459357";"93";"CD";"10,395";"0,0000";"";""
"459368";"1";"LOJA";"13,125";"0,0000";"";""
"459368";"2";"LOJA";"12,495";"0,0000";"";""
"459368";"3";"LOJA";"15,645";"0,0000";"";""
"459368";"4";"LOJA";"12,495";"0,0000";"";""
"459368";"5";"LOJA";"16,695";"0,0000";"";""
