"CODIGO";"DIGITO";"DESCRICAO";"NIVEL_1";"NIVEL_2";"NIVEL_3";"EMBALAGEM_FORNECEDOR";"EMBALAGEM_COMPRA";"CONVERSAO_COMPRA_ARMAZENAGEM";"UNIDADE_ESTOQUE";"EMBALAGEM_VENDA_0";"EMBALAGEM_VENDA_1";"EMBALAGEM_VENDA_2";"CD_VOLTAGEM"
"1007";"3";"CABECEIRA CIRCULAR P/CALHA DIR    BG";"H - TUBOS E CONEXOES";"HB - CALHAS E ACESSORIOS";"HBA - CALHAS E ACESSORIOS DE PVC";"CX-12-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"PT-12-UN";"EB-60-UN";"0"
"101702";"0";"REFRIG. 1P 261L DSECO BR  CRA30 M220";"D - ELETROS";"DB - REFRIGERACAO";"DBA - REFRIGERADORES";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"102242";"3";"RESIST.DUCH.GOR.4T  5700W       M220";"U - METAIS E ACESSORIOS";"UA - DUCHAS E CHUVEIROS";"UAB - RESISTENCIAS ELETRICAS";"CX-10-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"CX-10-UN";"EB-50-UN";"2"
"102450";"7";"VALV.RET.ROSCA         3/4  27957200";"U - METAIS E ACESSORIOS";"UD - REGISTROS E VALVULAS";"UDG - VALVULAS DE PE E RETENCAO DE PVC";"CX-12-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"PT-6-UN";"EB-30-UN";"0"
"1029";"4";"BOCAL CIRCULAR P/CALHA            BG";"H - TUBOS E CONEXOES";"HB - CALHAS E ACESSORIOS";"HBA - CALHAS E ACESSORIOS DE PVC";"CX-48-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"PT-6-UN";"EB-30-UN";"0"
"104342";"0";"CABO ANTICH.SUP.FLEX(R100M) 2,5MM BR";"E - MATERIAIS ELETRICOS";"EB - FIOS, CABOS E CONECTORES";"EBA - CABOS DE ENERGIA";"RL-100-ML";"ML-1-ML";"1,000000";"ML";"RL-100-ML";"EB-500-ML";" ";"0"
"107756";"2";"FOGAO INDL.3B            PE AP VAP3P";"N - INDUSTRIAL E NEGOCIOS";"NA - COZINHA INDUSTRIAL";"NAA - FOGOES";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"113659";"3";"ESTUFA  3 BAND SP VC         W3 M220";"N - INDUSTRIAL E NEGOCIOS";"NB - REFRIGERACAO E CONSERVACAO INDUSTRIAL";"NBD - VITRINES E ESTUFAS";"CX-10-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"114778";"1";"ABRACAD.NYL. 2,5X100MM PT      100UN";"E - MATERIAIS ELETRICOS";"EB - FIOS, CABOS E CONECTORES";"EBE - ABRACADEIRAS";"CX-500-CA";"CA-1-CA";"1,000000";"CA";"CA-1-CA";"CX-50-CA";"EB-250-CA";"0"
"117120";"8";"ABRACAD.NYL. 3,6X300MM BR      100UN";"E - MATERIAIS ELETRICOS";"EB - FIOS, CABOS E CONECTORES";"EBE - ABRACADEIRAS";"CX-10-CA";"CA-1-CA";"1,000000";"CA";"CA-1-CA";"CX-8-CA";"EB-40-CA";"0"
"117787";"7";"DUCHA JET SET 4T 6800W BR40150  M220";"U - METAIS E ACESSORIOS";"UA - DUCHAS E CHUVEIROS";"UAA - CHUVEIROS";"CX-4-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"CX-4-UN";"EB-20-UN";"2"
"118126";"2";"ASSADEIRA REFRAT.02PC RETANG.   1512";"B - UTILIDADES DOMESTICAS";"BA - COZINHAR";"BAH - FORMAS E ASSADEIRAS";"CX-4-JG";"CX-1-CX";"4,000000";"JG";"JG-1-JG";"CX-4-JG";"EB-20-JG";"0"
"119190";"0";"FOGAO INDL.1B PE   30 AP       VAP1P";"N - INDUSTRIAL E NEGOCIOS";"NA - COZINHA INDUSTRIAL";"NAA - FOGOES";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"119738";"0";"RESIST.DUCH.GOR.3T  5400W       M220";"U - METAIS E ACESSORIOS";"UA - DUCHAS E CHUVEIROS";"UAB - RESISTENCIAS ELETRICAS";"CX-20-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"CX-10-UN";"EB-50-UN";"0"
"119953";"6";"CX.ELET.EX.AL X   3/4      COM TAMPA";"E - MATERIAIS ELETRICOS";"EC - CAIXAS, DUTOS E CALHAS ELETRICAS";"ECC - CAIXAS DE PASSAGEM EXTERNAS (CONDULETES)";"CX-12-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"CX-12-UN";"EB-60-UN";"0"
"119959";"5";"ADAPTA.CX.ELET.AL    3/4   56251/052";"E - MATERIAIS ELETRICOS";"EC - CAIXAS, DUTOS E CALHAS ELETRICAS";"ECR - CAIXAS E PLACAS PARA MECANISMOS";"CX-100-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"CX-100-UN";"EB-500-UN";"0"
"121901";"4";"MOTOSERRA GAS.1,6KW MS210 S35CM 0013";"M - MAQUINAS E MOTORES";"MF - AGRICOLAS E JARDINAGEM";"MFC - MOTOSSERRAS E ELETROSERRAS";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-3-UN";"EB-9-UN";"0"
"12437";"0";"BACIA SNT.INFANTIL        08254 BR01";"W - LOUCAS E PIAS";"WA - BACIAS E CAIXAS";"WAA - BACIAS SANITARIAS";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"124475";"2";"CUBA IX SOB.AC.50X40 RET.C/V94025102";"W - LOUCAS E PIAS";"WB - CUBAS E PIAS";"WBB - CUBAS E PIAS PARA COZINHA";"CX-5-UN";"CX-1-CX";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"125596";"7";"CUBA LOC.APOIO 50X38 AGUA 61077 BR01";"W - LOUCAS E PIAS";"WB - CUBAS E PIAS";"WBA - CUBAS E LAVATORIOS DE LOUCA";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"127181";"4";"PORTA-GUARDANAPO CROMADO       ASA19";"B - UTILIDADES DOMESTICAS";"BH - ACESSORIOS PARA SERVIR - PRESENTES";"BHA - PORTA GUARDANAPOS";"CX-72-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-20-UN";"EB-100-UN";"0"
"127312";"4";"PANELA PRESSAO POL.4.5L  9295304948";"B - UTILIDADES DOMESTICAS";"BA - COZINHAR";"BAC - PANELAS DE PRESSAO";"CX-6-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"12901";"1";"TUBO COBR HIDR.CLAS.E 5M 22MM 1.80KG";"H - TUBOS E CONEXOES";"HA - TUBOS E CONEXOES";"HAF - TUBOS INDUSTRIAIS E INSTALACOES A GAS";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"133332";"1";"FORNO INDL.AVULSO        EXTRA   F6I";"N - INDUSTRIAL E NEGOCIOS";"NA - COZINHA INDUSTRIAL";"NAB - FORNOS";"CX-2-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"138854";"1";"FRITADOR AGUA/OLEO GAS   26L FAOAP30";"N - INDUSTRIAL E NEGOCIOS";"NA - COZINHA INDUSTRIAL";"NAF - FRITADORES";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"141870";"0";"LIXEIRA PLS      50.0L SELET. CZ 757";"N - INDUSTRIAL E NEGOCIOS";"NE - LIMPEZA E MANUTENCAO";"NED - CONTENTORES E LIXEIRAS";"CX-3-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-10-UN";"EB-50-UN";"0"
"14539";"4";"BACIA SNT.SAVEIRO          0230 PG59";"W - LOUCAS E PIAS";"WA - BACIAS E CAIXAS";"WAA - BACIAS SANITARIAS";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"14540";"8";"COLUNA SAVEIRO             0220 PG59";"W - LOUCAS E PIAS";"WB - CUBAS E PIAS";"WBC - COLUNAS PARA CUBAS E PIAS";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-10-UN";" ";"0"
"146216";"4";"TINT.ACR.TOQUE.SEDA AC 18,0L   PALHA";"S - TINTAS E QUIMICOS";"SA - TINTAS";"SAA - TINTAS ACRILICAS E PVA";"PL-40-LO";"LO-1-LO";"1,000000";"LO";"LO-1-LO";"EB-5-LO";"EB-25-LO";"0"
"146361";"6";"TINT.ACR.DELANIL    FC  3,6L B.GARAN";"S - TINTAS E QUIMICOS";"SA - TINTAS";"SAA - TINTAS ACRILICAS E PVA";"PT-4-GL";"GL-1-GL";"1,000000";"GL";"GL-1-GL";"PT-4-GL";"EB-20-GL";"0"
"146364";"0";"TINT.ACR.DELANIL    FC  3,6L ARAR.AZ";"S - TINTAS E QUIMICOS";"SA - TINTAS";"SAA - TINTAS ACRILICAS E PVA";"PT-4-GL";"GL-1-GL";"1,000000";"GL";"GL-1-GL";"PT-4-GL";"EB-20-GL";"0"
"146390";"0";"TINT.ACR.LIMP.FACIL SB 18,0L BR.NEVE";"S - TINTAS E QUIMICOS";"SA - TINTAS";"SAA - TINTAS ACRILICAS E PVA";"LO-1-LO";"LO-1-LO";"1,000000";"LO";"LO-1-LO";"EB-5-LO";" ";"0"
"146397";"7";"TINT.ACR.LIMP.FACIL SB  3,6L BR.NEVE";"S - TINTAS E QUIMICOS";"SA - TINTAS";"SAA - TINTAS ACRILICAS E PVA";"PT-4-GL";"GL-1-GL";"1,000000";"GL";"GL-1-GL";"PT-4-GL";" ";"0"
"146398";"5";"TINT.ACR.LIMP.FACIL SB  3,6L BR.GELO";"S - TINTAS E QUIMICOS";"SA - TINTAS";"SAA - TINTAS ACRILICAS E PVA";"PT-4-GL";"GL-1-GL";"1,000000";"GL";"GL-1-GL";"PT-4-GL";" ";"0"
"146400";"0";"TINT.ACR.LIMP.FACIL SB  3,6L  PEROLA";"S - TINTAS E QUIMICOS";"SA - TINTAS";"SAA - TINTAS ACRILICAS E PVA";"PT-4-GL";"GL-1-GL";"1,000000";"GL";"GL-1-GL";"PT-4-GL";" ";"0"
"146401";"9";"TINT.ACR.LIMP.FACIL SB  3,6L   PALHA";"S - TINTAS E QUIMICOS";"SA - TINTAS";"SAA - TINTAS ACRILICAS E PVA";"PT-4-GL";"GL-1-GL";"1,000000";"GL";"GL-1-GL";"PT-4-GL";"EB-20-GL";"0"
"149054";"0";"INDICADOR VOLTAGEM EZ ALERT";"F - FERRAMENTAS";"FL - MEDICAO ELETRICA";"FLC - INDICADORES DE VOLTAGEM";"CX-104-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-10-UN";"EB-50-UN";"0"
"149992";"0";"MARTELETE ROT/ROMP. 800W  HR2470 220";"F - FERRAMENTAS";"FA - GOLPE, PERFURACAO E FIXACAO ELETRICA";"FAC - MARTELETES E MARTELOS ELETRICOS";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"2"
"150498";"3";"CUBA LOC.APOIO 50X36 THEMA 2507 PT02";"W - LOUCAS E PIAS";"WB - CUBAS E PIAS";"WBA - CUBAS E LAVATORIOS DE LOUCA";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"150815";"6";"PORTA-GUARDANAPO TALHERES      AC703";"B - UTILIDADES DOMESTICAS";"BH - ACESSORIOS PARA SERVIR - PRESENTES";"BHA - PORTA GUARDANAPOS";"CX-72-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-10-UN";"EB-50-UN";"0"
"151845";"3";"COTOV.INT.             5454 CI SIS.X";"E - MATERIAIS ELETRICOS";"EC - CAIXAS, DUTOS E CALHAS ELETRICAS";"ECQ - ACESSORIOS DE SOBREPOR";"CX-20-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"CX-20-UN";"EB-100-UN";"0"
"152965";"0";"MESA PLS RET IPORANGA             BR";"O - MOVEIS";"OB - VARANDA E AREA EXTERNA";"OBC - MESAS DE PLASTICOS";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-3-UN";"EB-15-UN";"0"
"154333";"4";"TACHA AZULADA         13MM 50UN 1702";"Q - BASICOS CONSTRUCAO";"QI - FIXACAO";"QIB - GANCHOS E PITOES";"PT-10-CA";"CA-1-CA";"1,000000";"CA";"CA-1-CA";" ";" ";"0"
"157385";"3";"VALV.LAVAT.CURTA BR              VP1";"U - METAIS E ACESSORIOS";"UD - REGISTROS E VALVULAS";"UDC - VALVULAS PARA PIAS, TANQUES, LAVATORIOS E CUBAS";"CX-10-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"PT-50-UN";"EB-250-UN";"0"
"159287";"4";"MOTOSERRA GAS.1,3KW MS170 S30CM 0227";"M - MAQUINAS E MOTORES";"MF - AGRICOLAS E JARDINAGEM";"MFC - MOTOSSERRAS E ELETROSERRAS";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"159342";"0";"PLUG FEMEA 2P   BR 10A        615803";"E - MATERIAIS ELETRICOS";"EG - PLUGS E EXTENSOES ELETRICAS";"EGA - PLUGUES E PROLONGADORES";"CX-20-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"CX-20-UN";"EB-100-UN";"0"
"162134";"3";"CESTA ORG. PLS 19X29CM      BR 10806";"B - UTILIDADES DOMESTICAS";"BD - ORGANIZAR";"BDF - CESTAS ORGANIZADORAS";"CX-8-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-10-UN";"EB-50-UN";"0"
"162135";"1";"CESTA ORG. PLS 14X19CM       BR 0007";"B - UTILIDADES DOMESTICAS";"BD - ORGANIZAR";"BDF - CESTAS ORGANIZADORAS";"CX-8-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-20-UN";"EB-100-UN";"0"
"165136";"6";"FRONHA AVULSA PRATA          BR 0001";"K - CAMA, MESA E BANHO";"KA - CAMA";"KAI - FRONHAS";"CX-6-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-20-UN";"EB-100-UN";"0"
"165444";"6";"UNIAO SOLDAVEL                  60MM";"H - TUBOS E CONEXOES";"HA - TUBOS E CONEXOES";"HAH - CONEXOES PARA AGUA FRIA";"CX-12-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"PT-3-UN";"EB-15-UN";"0"
"165467";"5";"LUVA SOLDAVEL LR MET        32MM X 1";"H - TUBOS E CONEXOES";"HA - TUBOS E CONEXOES";"HAH - CONEXOES PARA AGUA FRIA";"CX-10-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"PT-10-UN";"EB-50-UN";"0"
"165519";"1";"ADESIVO PVC                     850G";"H - TUBOS E CONEXOES";"HD - VEDACAO E TERMOFUSORES";"HDA - VEDACOES PARA CONEXOES";"CX-12-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"CX-6-UN";"EB-30-UN";"0"
"165533";"7";"SOLUCAO PREPARADORA  200CM3 54001207";"B - UTILIDADES DOMESTICAS";"BK - HIGIENE E LIMPEZA";"BKJ - LIMPEZA E MANUTENCAO";"CX-20-FC";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"CX-10-UN";"EB-50-UN";"0"
"165658";"9";"LUVA REDUCAO ROSCA           1 X 3/4";"H - TUBOS E CONEXOES";"HA - TUBOS E CONEXOES";"HAH - CONEXOES PARA AGUA FRIA";"SC-20-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"PT-20-UN";"EB-100-UN";"0"
"165661";"9";"NIPLE ROSCA BR                1";"H - TUBOS E CONEXOES";"HA - TUBOS E CONEXOES";"HAH - CONEXOES PARA AGUA FRIA";"PT-40-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"PT-20-UN";"EB-100-UN";"0"
"165947";"2";"JOELHO ESGOTO 45                40MM";"H - TUBOS E CONEXOES";"HA - TUBOS E CONEXOES";"HAJ - CONEXOES PARA ESGOTO";"CX-200-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"PT-25-UN";"EB-125-UN";"0"
"165969";"3";"JUNCAO ESGOTO REDUCAO   100MM X 50MM";"H - TUBOS E CONEXOES";"HA - TUBOS E CONEXOES";"HAJ - CONEXOES PARA ESGOTO";"CX-20-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"PT-20-UN";"EB-100-UN";"0"
"165978";"2";"JUNCAO ESGOTO DUPLA            100MM";"H - TUBOS E CONEXOES";"HA - TUBOS E CONEXOES";"HAJ - CONEXOES PARA ESGOTO";"CX-10-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"PT-5-UN";"EB-25-UN";"0"
"166393";"3";"MARTELETE ROT/ROMP. 800W  HR2470 110";"F - FERRAMENTAS";"FA - GOLPE, PERFURACAO E FIXACAO ELETRICA";"FAC - MARTELETES E MARTELOS ELETRICOS";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"1"
"166453";"0";"ESMERILHA.ANG 4.1/2 820W   G720 M127";"F - FERRAMENTAS";"FD - ACABAMENTO ELETRICO";"FDA - ESMERILHADEIRAS E POLITRIZES ELETRICOS";"CX-6-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"CX-2-UN";"EB-10-UN";"1"
"167032";"8";"ESTUFA  4 BAND SP VC         W4 M127";"N - INDUSTRIAL E NEGOCIOS";"NB - REFRIGERACAO E CONSERVACAO INDUSTRIAL";"NBD - VITRINES E ESTUFAS";"CX-10-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"1"
"167039";"5";"ESTUFA  4 BAND SP VC         W4 M220";"N - INDUSTRIAL E NEGOCIOS";"NB - REFRIGERACAO E CONSERVACAO INDUSTRIAL";"NBD - VITRINES E ESTUFAS";"CX-10-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"167481";"1";"BACIA SNT.FIT             66303 BR01";"W - LOUCAS E PIAS";"WA - BACIAS E CAIXAS";"WAA - BACIAS SANITARIAS";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"167484";"6";"LAVAT.LOC.P/COL.FIT 52X43 66006 BR01";"W - LOUCAS E PIAS";"WB - CUBAS E PIAS";"WBA - CUBAS E LAVATORIOS DE LOUCA";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"167486";"2";"COLUNA SUSP.FIT/LIFE      66202 BR01";"W - LOUCAS E PIAS";"WB - CUBAS E PIAS";"WBC - COLUNAS PARA CUBAS E PIAS";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"167821";"3";"CUBA LOC.EMB.39X30 OVAL   10119 PR77";"W - LOUCAS E PIAS";"WB - CUBAS E PIAS";"WBA - CUBAS E LAVATORIOS DE LOUCA";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-10-UN";"EB-50-UN";"0"
"167932";"5";"COPO CALDINHO CER.90ML  BR C030-0801";"B - UTILIDADES DOMESTICAS";"BB - SERVIR - PRESENTES";"BBE - COPOS E JOGOS DE COPOS";"CX-12-UN";"CX-1-CX";"12,000000";"UN";"UN-1-UN";"CX-12-UN";"EB-60-UN";"0"
"168090";"0";"REVEST.A 30X90 ANTARTIDA RT   1,07M2";"C - PISOS E REVESTIMENTOS";"CA - CERAMICOS E PORCELANATOS";"CAC - REVESTIMENTOS";"PL-42,8-M2";"M2-1-M2";"1,000000";"M2";"M2-1-M2";"EB-70-M2";"EB-140-M2";"0"
"169185";"6";"COLUNA SUSP.FIT           66202 PG59";"W - LOUCAS E PIAS";"WB - CUBAS E PIAS";"WBC - COLUNAS PARA CUBAS E PIAS";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"170458";"3";"ESTOJO PLS NECESSAIRE 22X06 PT 13059";"B - UTILIDADES DOMESTICAS";"BD - ORGANIZAR";"BDH - ESTOJOS";"CX-6-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-20-UN";"EB-100-UN";"0"
"171182";"2";"REFRIG. 1P 261L DSECO BR  CRA30*M127";"D - ELETROS";"DB - REFRIGERACAO";"DBA - REFRIGERADORES";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"1"
"171341";"8";"RESIST.DUCH.GOR.4T  5450W       M127";"U - METAIS E ACESSORIOS";"UA - DUCHAS E CHUVEIROS";"UAB - RESISTENCIAS ELETRICAS";"CX-100-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"CX-10-UN";"EB-50-UN";"1"
"171832";"0";"CHURRASQUEIRA GAS BANCAD.   CH3001IX";"D - ELETROS";"DE - ELETROPORTATEIS PARA COZINHA";"DEI - CHURRASQUEIRAS A GAS";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"177360";"7";"TUBO P/VALVULA DESCARGA           BR";"H - TUBOS E CONEXOES";"HA - TUBOS E CONEXOES";"HAG - TUBOS DE DESCIDA";"CX-40-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"SC-20-UN";"EB-100-UN";"0"
"177392";"5";"LUMI.JARDIM ESPETO PVC G.LAMP PAR20";"I - ILUMINACAO";"ID - JARDIM";"IDC - ESPETOS PARA JARDIM";"CX-50-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"CX-50-UN";"EB-250-UN";"3"
"178954";"6";"PORCEL.A 60X60 POL.BIANCO PLS 1,44M2";"C - PISOS E REVESTIMENTOS";"CA - CERAMICOS E PORCELANATOS";"CAB - PORCELANATOS";"PL-60,48-M2";"M2-1-M2";"1,000000";"M2";"M2-1-M2";"EB-70-M2";"EB-140-M2";"0"
"180208";"9";"INT.SPL CJ.1S+1T 2P 10A  615074 PLUS";"E - MATERIAIS ELETRICOS";"EA - TOMADAS E INTERRUPTORES";"EAE - CONJUNTOS DE INTERRUPTOR E TOMADA";"CX-20-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"CX-20-UN";"EB-100-UN";"0"
"181513";"0";"BACIA P/CX.M.CARLO P808   EB95 EBANO";"W - LOUCAS E PIAS";"WA - BACIAS E CAIXAS";"WAA - BACIAS SANITARIAS";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"181901";"1";"CANECA CER.360ML        BR A08B-0802";"B - UTILIDADES DOMESTICAS";"BB - SERVIR - PRESENTES";"BBF - CANECAS - PRESENTES";"CX-12-UN";"CX-1-CX";"12,000000";"UN";"UN-1-UN";"CX-36-UN";"EB-180-UN";"0"
"183176";"3";"ADAPTA.P/MAQ.LAVAR LOUCA         AML";"H - TUBOS E CONEXOES";"HA - TUBOS E CONEXOES";"HAN - ACESSORIOS";"CX-10-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"CX-10-UN";"EB-50-UN";"0"
"184264";"1";"CX.ACOPL UNIVER.CD01F  DUA.EBAN EB95";"W - LOUCAS E PIAS";"WA - BACIAS E CAIXAS";"WAB - CAIXAS PARA ACOPLAR";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"186420";"3";"ABRACAD.NYL. 2,5X200MM PT      100UN";"E - MATERIAIS ELETRICOS";"EB - FIOS, CABOS E CONECTORES";"EBE - ABRACADEIRAS";"CX-4-CA";"CA-1-CA";"1,000000";"CA";"CA-1-CA";"CX-4-CA";"EB-20-CA";"0"
"186579";"0";"COLUNA SUSP.FIT           66202 PT02";"W - LOUCAS E PIAS";"WB - CUBAS E PIAS";"WBC - COLUNAS PARA CUBAS E PIAS";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"189137";"5";"TOM.MOD.1M 2P+T 10A  SN4165S BR LLIG";"E - MATERIAIS ELETRICOS";"EA - TOMADAS E INTERRUPTORES";"EAA - TOMADAS DE ENERGIA";"CX-20-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"CX-20-UN";"EB-100-UN";"0"
"189383";"1";"CERA P/MADEIRA MADEWAX  INCOLOR 400G";"B - UTILIDADES DOMESTICAS";"BK - HIGIENE E LIMPEZA";"BKJ - LIMPEZA E MANUTENCAO";"CX-12-UN";"DZ-1-DZ";"12,000000";"UN";"UN-1-UN";"UN-12-UN";"EB-60-UN";"0"
"189616";"4";"CUBA LOC.APOIO RET. L7300  GELO GE17";"W - LOUCAS E PIAS";"WB - CUBAS E PIAS";"WBA - CUBAS E LAVATORIOS DE LOUCA";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"189790";"0";"FOGAO INDL.6B AP C/PE           VAP6";"N - INDUSTRIAL E NEGOCIOS";"NA - COZINHA INDUSTRIAL";"NAA - FOGOES";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"189791";"8";"FOGAO INDL.1B DPL      BP C/PE E1D1P";"N - INDUSTRIAL E NEGOCIOS";"NA - COZINHA INDUSTRIAL";"NAA - FOGOES";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"194112";"7";"CESTA ORG. PLS 30X39CM      BR 10818";"B - UTILIDADES DOMESTICAS";"BD - ORGANIZAR";"BDF - CESTAS ORGANIZADORAS";"CX-8-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-10-UN";"EB-50-UN";"0"
"196875";"0";"LAVAD.PRESSAO 1740L PLUS K3.30M M220";"M - MAQUINAS E MOTORES";"ME - LIMPEZA";"MEA - LAVADORAS DE PRESSAO";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"2"
"200138";"1";"CX.ACOPL UNIVER.CD00F DUA.EBANO EB95";"W - LOUCAS E PIAS";"WA - BACIAS E CAIXAS";"WAB - CAIXAS PARA ACOPLAR";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"200320";"1";"BACIA SNT.ASPEN P75       CREME CR37";"W - LOUCAS E PIAS";"WA - BACIAS E CAIXAS";"WAA - BACIAS SANITARIAS";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"200321";"0";"BACIA SNT.ASPEN P75       EBANO EB95";"W - LOUCAS E PIAS";"WA - BACIAS E CAIXAS";"WAA - BACIAS SANITARIAS";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
"200640";"5";"BACIA P/CX.RAVENA P909     CR37 CREM";"W - LOUCAS E PIAS";"WA - BACIAS E CAIXAS";"WAA - BACIAS SANITARIAS";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";"EB-5-UN";"EB-25-UN";"0"
