"CODIGO";"DIGITO";"DESCRICAO";"NIVEL_1";"NIVEL_2";"NIVEL_3";"EMBALAGEM_FORNECEDOR";"EMBALAGEM_COMPRA";"CONVERSAO_COMPRA_ARMAZENAGEM";"UNIDADE_ESTOQUE";"EMBALAGEM_VENDA_0";"EMBALAGEM_VENDA_1";"EMBALAGEM_VENDA_2";"CD_VOLTAGEM"
"469358";"2";"BALDE GELO VID PEGADOR 1L 02PC 35602";"B - UTILIDADES DOMESTICAS";"BH - ACESSORIOS PARA SERVIR - PRESENTES";"BHK - BALDES PARA GELO E CHAMPAGNEIRAS - PRESENTES";"CX-12-JG";"JG-1-JG";"1,000000";"JG";"JG-1-JG";" ";" ";"0"
"469359";"0";"COPO LONG VID.350ML 06PC       20500";"B - UTILIDADES DOMESTICAS";"BJ - JOGOS E CONJUNTOS PARA SERVIR";"BJD - JOGOS DE COPOS";"CX-6-JG";"JG-1-JG";"1,000000";"JG";"JG-1-JG";" ";" ";"0"
"469383";"3";"COLHER SUCO IX 30CM 02PC       71565";"B - UTILIDADES DOMESTICAS";"BF - UTENSILIOS PARA PREPARACAO";"BFZ - COLHERES, CONCHAS E ESPUMADEIRAS";"CX-60-JG";"JG-1-JG";"1,000000";"JG";"JG-1-JG";" ";" ";""
"469421";"0";"CADEIRA FIBRA DIANA               PL";"O - MOVEIS";"OA - SALA DE ESTAR E JANTAR";"OAW - CADEIRAS PARA SALA E COZINHA";"CX-4-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"469450";"3";"TACA SMESA VID.170ML            2678";"B - UTILIDADES DOMESTICAS";"BB - SERVIR - PRESENTES";"BBG - TACAS - PRESENTES";"CX-24-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"469453";"8";"JARRA/MORINGA VID.500ML         7774";"B - UTILIDADES DOMESTICAS";"BB - SERVIR - PRESENTES";"BBK - JARRAS, GARRAFAS E DECANTERS - PRESENTES";"CX-24-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"469475";"9";"QUEIJEIRA CRIST.20CM C/T        4982";"B - UTILIDADES DOMESTICAS";"BH - ACESSORIOS PARA SERVIR - PRESENTES";"BHC - MANTEIGUEIRAS E QUEIJEIRAS - PRESENTES";"CX-8-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"469478";"3";"DESCANSO PRATO/PAN.BAMBU        1649";"B - UTILIDADES DOMESTICAS";"BH - ACESSORIOS PARA SERVIR - PRESENTES";"BHC - MANTEIGUEIRAS E QUEIJEIRAS - PRESENTES";"CX-160-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"469570";"4";"TACA AGUA/VINHO CRIST.800ML 2PC 4945";"B - UTILIDADES DOMESTICAS";"BJ - JOGOS E CONJUNTOS PARA SERVIR";"BJE - JOGOS DE TACAS";"CX-12-JG";"JG-1-JG";"1,000000";"JG";"JG-1-JG";" ";" ";"0"
"469594";"1";"BOMBONIERE VID 11X10CM        DAM181";"B - UTILIDADES DOMESTICAS";"BH - ACESSORIOS PARA SERVIR - PRESENTES";"BHG - BOMBONIERES";"CX-48-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";""
"469637";"9";"FRONHA TRAVESS.CORPO 40X130 LISA TAN";"K - CAMA, MESA E BANHO";"KA - CAMA";"KAI - FRONHAS";"CX-12-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"469639";"5";"CAPACHO F.COCO 040X060 TEXAS   SORT1";"V - DECORACAO";"VG - TAPETES";"VGC - TAPETES E CAPACHOS DE ENTRADA";"PT-12-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"469701";"4";"CAPA P/CADEIRA TINTA  FLORAL      MF";"V - DECORACAO";"VA - OBJETOS PARA SALA E QUARTO";"VAB - CAPAS, PROTETORES E MANTAS PARA SOFA";"CX-40-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";""
"469706";"5";"CAPA P/CADEIRA TINTA   GEOMETRICO BR";"V - DECORACAO";"VA - OBJETOS PARA SALA E QUARTO";"VAB - CAPAS, PROTETORES E MANTAS PARA SOFA";"CX-40-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";""
"469708";"1";"CAPA P/CADEIRA TINTA   GEOMETRICO TR";"V - DECORACAO";"VA - OBJETOS PARA SALA E QUARTO";"VAB - CAPAS, PROTETORES E MANTAS PARA SOFA";"CX-40-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"469710";"3";"CAPA P/CADEIRA TINTA   EST PINCELADO";"V - DECORACAO";"VA - OBJETOS PARA SALA E QUARTO";"VAB - CAPAS, PROTETORES E MANTAS PARA SOFA";"CX-40-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";""
"469735";"9";"PANO AMER.44X29 BAMBU       AMER0070";"B - UTILIDADES DOMESTICAS";"BB - SERVIR - PRESENTES";"BBY - PANOS AMERICANOS";"CX-180-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"469814";"2";"MOTOSERRA GAS.2,0KW MS230 S40CM 5076";"M - MAQUINAS E MOTORES";"MF - AGRICOLAS E JARDINAGEM";"MFC - MOTOSSERRAS E ELETROSERRAS";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"469884";"3";"CORTINA 420X250 HAVINI        BG 020";"V - DECORACAO";"VF - CORTINAS";"VFA - CORTINAS";"CX-3-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"469885";"1";"CORTINA 420X250 HAVINI         BR 06";"V - DECORACAO";"VF - CORTINAS";"VFA - CORTINAS";"CX-3-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"469886";"0";"CORTINA 420X250 HAVINI         AR 01";"V - DECORACAO";"VF - CORTINAS";"VFA - CORTINAS";"CX-3-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"469887";"8";"CORTINA 300X250 BOUCLET        BR 01";"V - DECORACAO";"VF - CORTINAS";"VFA - CORTINAS";"CX-4-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"469888";"6";"CORTINA 300X250 BOUCLET        CZ 03";"V - DECORACAO";"VF - CORTINAS";"VFA - CORTINAS";"CX-4-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"469971";"8";"PANO AMER.RED.38CM         AMER0002A";"B - UTILIDADES DOMESTICAS";"BB - SERVIR - PRESENTES";"BBY - PANOS AMERICANOS";"CX-60-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"470017";"1";"DUCHA MASTER BANHO EL. BR 6800W M220";"U - METAIS E ACESSORIOS";"UA - DUCHAS E CHUVEIROS";"UAA - CHUVEIROS";"CX-6-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"470026";"0";"CADEIRA PRAIA AL.        VD 92900204";"L - INFANTIL, LAZER E PETS";"LH - PRAIA E PISCINA";"LHA - CADEIRAS DE PRAIA";"CX-4-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"470029";"5";"GARRAFA TERM.1L ROLHA    MR 25100546";"B - UTILIDADES DOMESTICAS";"BB - SERVIR - PRESENTES";"BBI - BULES E GARRAFAS TERMICAS";"CX-6-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"470049";"0";"LUSTRE CRIST. 8LP E14   LTB-002 5029";"I - ILUMINACAO";"IB - RESIDENCIAL";"IBA - LUSTRES E PENDENTES";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"3"
"470050";"3";"LUSTRE LED 35W NE       LP-201D 5629";"I - ILUMINACAO";"IB - RESIDENCIAL";"IBA - LUSTRES E PENDENTES";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"3"
"470051";"1";"LUSTRE LED 30W NE       LP-203D 5683";"I - ILUMINACAO";"IB - RESIDENCIAL";"IBA - LUSTRES E PENDENTES";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"3"
"470053";"8";"PLAFON CRIST. 1LP E27  LTC-202D 5903";"I - ILUMINACAO";"IB - RESIDENCIAL";"IBB - PLAFONS";"CX-12-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"3"
"470057";"0";"ARAND.MET/CRIST. 005 1LP E14 DO 5901";"I - ILUMINACAO";"IB - RESIDENCIAL";"IBD - ARANDELAS RESIDENCIAIS";"CX-6-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"3"
"470119";"4";"GARRAFA TERM.1L ROLHA        PT 0105";"B - UTILIDADES DOMESTICAS";"BB - SERVIR - PRESENTES";"BBI - BULES E GARRAFAS TERMICAS";"CX-6-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"470162";"3";"GARFINHO PETISCO IX 06PC      210101";"B - UTILIDADES DOMESTICAS";"BB - SERVIR - PRESENTES";"BBB - GARFOS";"CX-120-JG";"JG-1-JG";"1,000000";"JG";"JG-1-JG";" ";" ";"0"
"470176";"3";"LAV.ROUPA 13.0KG BWK13AB     BR M220";"D - ELETROS";"DD - LAVADORAS E SECADORES";"DDA - LAVADORAS DE ROUPAS";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"470177";"1";"LAV.ROUPA 13.0KG BWK13AB     BR M127";"D - ELETROS";"DD - LAVADORAS E SECADORES";"DDA - LAVADORAS DE ROUPAS";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"1"
"470178";"0";"LAV.ROUPA 13.0KG BWK13A9     PR M220";"D - ELETROS";"DD - LAVADORAS E SECADORES";"DDA - LAVADORAS DE ROUPAS";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"470179";"8";"LAV.ROUPA 13.0KG BWK13A9     PR M127";"D - ELETROS";"DD - LAVADORAS E SECADORES";"DDA - LAVADORAS DE ROUPAS";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"1"
"470234";"4";"CER.A 63X63 PSI63660R      P4 2,79M2";"C - PISOS E REVESTIMENTOS";"CA - CERAMICOS E PORCELANATOS";"CAA - PISOS CERAMICOS";"PL-83,7-M2";"M2-1-M2";"1,000000";"M2";"M2-1-M2";"EB-70-M2";"EB-140-M2";"0"
"470253";"0";"PANO AMER.OVAL 30X45        VM 10612";"B - UTILIDADES DOMESTICAS";"BB - SERVIR - PRESENTES";"BBY - PANOS AMERICANOS";"CX-120-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"470256";"5";"PANO AMER.OVAL 30X45        BR 10616";"B - UTILIDADES DOMESTICAS";"BB - SERVIR - PRESENTES";"BBY - PANOS AMERICANOS";"CX-120-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"470327";"8";"PORTA-SHAMPOO BOX      BR     OR0173";"U - METAIS E ACESSORIOS";"UC - ACESSORIOS PARA BANHEIRO";"UCB - ACESSORIOS PARA BANHEIRO";"CX-6-UN";"CX-1-CX";"6,000000";"UN";"UN-1-UN";"CX-6-UN";" ";"0"
"470328";"6";"PORTA-SHAMPOO BOX      PT     OR0174";"U - METAIS E ACESSORIOS";"UC - ACESSORIOS PARA BANHEIRO";"UCB - ACESSORIOS PARA BANHEIRO";"CX-6-UN";"CX-1-CX";"6,000000";"UN";"UN-1-UN";"CX-6-UN";" ";"0"
"470343";"0";"APARADOR SALA 1.20 XEXEU          NT";"O - MOVEIS";"OA - SALA DE ESTAR E JANTAR";"OAM - APARADORES";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"470344";"8";"APARADOR SALA 0.95X0.35 CAFE   NT";"O - MOVEIS";"OA - SALA DE ESTAR E JANTAR";"OAM - APARADORES";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"470348";"0";"MESA CABEC. 0.37X0.62 LUXO        NT";"O - MOVEIS";"OC - QUARTO";"OCO - MESAS DE CABECEIRA";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"470385";"5";"TAPETE ENTR. 040X065 TAPKES  SORTIDO";"V - DECORACAO";"VG - TAPETES";"VGC - TAPETES E CAPACHOS DE ENTRADA";"CX-100-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"470398";"7";"LUSTRE ACO/VID.       1LP CO PDMCOV2";"I - ILUMINACAO";"IB - RESIDENCIAL";"IBA - LUSTRES E PENDENTES";"CX-12-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"3"
"470515";"7";"GARRAFA TERM.1L ROLHA    PT SR1091/1";"B - UTILIDADES DOMESTICAS";"BB - SERVIR - PRESENTES";"BBI - BULES E GARRAFAS TERMICAS";"CX-6-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"470517";"3";"GARRAFA TERM.1L ROLHA    VM SR1091/3";"B - UTILIDADES DOMESTICAS";"BB - SERVIR - PRESENTES";"BBI - BULES E GARRAFAS TERMICAS";"CX-6-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"470560";"2";"LUSTRE LED 3EM1 36W  DO LP-700D 5815";"I - ILUMINACAO";"IB - RESIDENCIAL";"IBA - LUSTRES E PENDENTES";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"3"
"470561";"0";"LUSTRE LED 3EM1 36W  PT LP-700P 5816";"I - ILUMINACAO";"IB - RESIDENCIAL";"IBA - LUSTRES E PENDENTES";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"3"
"470566";"1";"PLAFON LED 3EM1 55W BR LSE-001B 5826";"I - ILUMINACAO";"IB - RESIDENCIAL";"IBB - PLAFONS";"CX-4-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"3"
"470634";"0";"QUADRO DEC.MAD.22X32 S/VID.    74582";"V - DECORACAO";"VA - OBJETOS PARA SALA E QUARTO";"VAF - QUADROS";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"470694";"3";"PORTA-TRAVESSEIRO MILAO    SORTIDO 7";"K - CAMA, MESA E BANHO";"KA - CAMA";"KAJ - CAPAS E PORTA TRAVESSEIROS";"PT-60-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"470746";"0";"COND.SPLIT 9000 EVAP. GWC09AAB   164";"D - ELETROS";"DA - AR E VENTILACAO";"DAP - AR CONDICIONADO SPLIT ON/OFF";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"470748";"6";"COND.SPLIT 9000 EVAP.GWC09   INV.167";"D - ELETROS";"DA - AR E VENTILACAO";"DAQ - AR CONDICIONADO SPLIT INVERTER";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"470749";"4";"COND.SPLIT 9000 COND.GWC09   INV.167";"D - ELETROS";"DA - AR E VENTILACAO";"DAQ - AR CONDICIONADO SPLIT INVERTER";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"470750";"8";"COND.SPLIT 12000 EVAP.GWC12  INV.168";"D - ELETROS";"DA - AR E VENTILACAO";"DAQ - AR CONDICIONADO SPLIT INVERTER";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"470751";"6";"COND.SPLIT 12000 COND.GWC12  INV.168";"D - ELETROS";"DA - AR E VENTILACAO";"DAQ - AR CONDICIONADO SPLIT INVERTER";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"470851";"2";"MESA CABEC. 0.37X0.62 1G LUXO    PER";"O - MOVEIS";"OC - QUARTO";"OCO - MESAS DE CABECEIRA";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"470853";"9";"COND.SPLIT 12000 EVAP.AR12CV INV.171";"D - ELETROS";"DA - AR E VENTILACAO";"DAQ - AR CONDICIONADO SPLIT INVERTER";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"470854";"7";"COND.SPLIT 18000 EVAP.AR18CV INV.172";"D - ELETROS";"DA - AR E VENTILACAO";"DAQ - AR CONDICIONADO SPLIT INVERTER";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"470857";"1";"COND.SPLIT 12000 COND.AR12CV INV.171";"D - ELETROS";"DA - AR E VENTILACAO";"DAQ - AR CONDICIONADO SPLIT INVERTER";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"470858";"0";"COND.SPLIT 18000 COND.AR18CV INV.172";"D - ELETROS";"DA - AR E VENTILACAO";"DAQ - AR CONDICIONADO SPLIT INVERTER";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"471076";"2";"MESA EXT 1.35X1.85 C/PES RIPADOS  OF";"O - MOVEIS";"OA - SALA DE ESTAR E JANTAR";"OAL - MESAS DE JANTAR";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"471189";"0";"CER.A 67X67 NARCISO HD RT  P4 2,71M2";"C - PISOS E REVESTIMENTOS";"CA - CERAMICOS E PORCELANATOS";"CAA - PISOS CERAMICOS";"PL-81,3-M2";"M2-1-M2";"1,000000";"M2";"M2-1-M2";"EB-70-M2";"EB-140-M2";"0"
"471190";"4";"CER.A 67X67 NAUTICO HD     P4 2,71M2";"C - PISOS E REVESTIMENTOS";"CA - CERAMICOS E PORCELANATOS";"CAA - PISOS CERAMICOS";"PL-81,3-M2";"M2-1-M2";"1,000000";"M2";"M2-1-M2";"EB-70-M2";"EB-140-M2";"0"
"471194";"7";"CER.A 68X68 CALLA HD       P4 2,79M2";"C - PISOS E REVESTIMENTOS";"CA - CERAMICOS E PORCELANATOS";"CAA - PISOS CERAMICOS";"PL-83,7-M2";"M2-1-M2";"1,000000";"M2";"M2-1-M2";"EB-70-M2";"EB-140-M2";"0"
"471195";"5";"CER.A 68X68 IVY HD         P4 2,79M2";"C - PISOS E REVESTIMENTOS";"CA - CERAMICOS E PORCELANATOS";"CAA - PISOS CERAMICOS";"PL-83,7-M2";"M2-1-M2";"1,000000";"M2";"M2-1-M2";"EB-70-M2";"EB-140-M2";"0"
"471268";"4";"XICARA CAFE PORC.100ML C/P     16174";"B - UTILIDADES DOMESTICAS";"BB - SERVIR - PRESENTES";"BBH - XICARAS";"CX-12-UN";"CX-1-CX";"12,000000";"UN";"UN-1-UN";"CX-12-UN";"EB-60-UN";"0"
"471272";"2";"XICARA CAFE PORC.65ML C/P     102868";"B - UTILIDADES DOMESTICAS";"BB - SERVIR - PRESENTES";"BBH - XICARAS";"CX-12-UN";"CX-1-CX";"12,000000";"UN";"UN-1-UN";"CX-12-UN";"EB-60-UN";"0"
"471276";"5";"XICARA CAFE CER.90ML C/P 4PC   27818";"B - UTILIDADES DOMESTICAS";"BJ - JOGOS E CONJUNTOS PARA SERVIR";"BJF - CONJUNTOS DE XICARAS";"CX-1-JG";"JG-1-JG";"1,000000";"JG";"JG-1-JG";" ";" ";"0"
"471280";"3";"XICARA CAFE CER.90ML C/P 4PC   16493";"B - UTILIDADES DOMESTICAS";"BJ - JOGOS E CONJUNTOS PARA SERVIR";"BJF - CONJUNTOS DE XICARAS";"CX-1-JG";"JG-1-JG";"1,000000";"JG";"JG-1-JG";" ";" ";"0"
"471282";"0";"XICARA CAFE CER.65ML C/P 6PC   60935";"B - UTILIDADES DOMESTICAS";"BJ - JOGOS E CONJUNTOS PARA SERVIR";"BJF - CONJUNTOS DE XICARAS";"CX-2-JG";"CX-1-CX";"2,000000";"JG";"JG-1-JG";"CX-2-JG";"EB-10-JG";"0"
"471287";"0";"XICARA CAFE CER.65ML C/P       90806";"B - UTILIDADES DOMESTICAS";"BB - SERVIR - PRESENTES";"BBH - XICARAS";"CX-12-UN";"CX-1-CX";"12,000000";"UN";"UN-1-UN";"CX-12-UN";"EB-60-UN";"0"
"471289";"7";"XICARA CAFE CER.65ML C/P       20090";"B - UTILIDADES DOMESTICAS";"BB - SERVIR - PRESENTES";"BBH - XICARAS";"CX-12-UN";"CX-1-CX";"12,000000";"UN";"UN-1-UN";"CX-12-UN";"EB-60-UN";"0"
"471291";"9";"XICARA CAFE CER.65ML C/P 6PC   90804";"B - UTILIDADES DOMESTICAS";"BJ - JOGOS E CONJUNTOS PARA SERVIR";"BJF - CONJUNTOS DE XICARAS";"CX-2-JG";"CX-1-CX";"2,000000";"JG";"JG-1-JG";"CX-2-JG";"EB-10-JG";"0"
"471329";"0";"XICARA CAFE PORC.75ML C/P      01298";"B - UTILIDADES DOMESTICAS";"BB - SERVIR - PRESENTES";"BBH - XICARAS";"CX-12-UN";"CX-1-CX";"12,000000";"UN";"UN-1-UN";"CX-12-UN";"EB-60-UN";"0"
"471411";"3";"SAIA BOX P/COLCHAO SOLTE CLEAN    BR";"K - CAMA, MESA E BANHO";"KA - CAMA";"KAG - SAIAS PARA COLCHAO";"CX-5-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";""
"471467";"9";"PANELA JG ANTIAD.5PC   CZ 9295306577";"B - UTILIDADES DOMESTICAS";"BA - COZINHAR";"BAA - CONJUNTOS DE PANELAS";"CX-2-JG";"JG-1-JG";"1,000000";"JG";"JG-1-JG";" ";" ";"0"
"471473";"3";"FACA CARNE ASSADOR 10       BR 17409";"B - UTILIDADES DOMESTICAS";"BB - SERVIR - PRESENTES";"BBC - FACAS";"CX-72-CA";"CA-1-CA";"1,000000";"CA";"CA-1-CA";" ";" ";"0"
"471474";"1";"FACA CARNE ASSADOR 9        BR 17407";"B - UTILIDADES DOMESTICAS";"BB - SERVIR - PRESENTES";"BBC - FACAS";"CX-72-CA";"CA-1-CA";"1,000000";"CA";"CA-1-CA";" ";" ";"0"
"471483";"0";"FACA COZ.IX 8                  10903";"B - UTILIDADES DOMESTICAS";"BB - SERVIR - PRESENTES";"BBC - FACAS";"CX-72-CA";"CA-1-CA";"1,000000";"CA";"CA-1-CA";" ";" ";"0"
"471489";"0";"FACA CHURRASCO 4PC             17105";"B - UTILIDADES DOMESTICAS";"BB - SERVIR - PRESENTES";"BBC - FACAS";"CX-24-CA";"CA-1-CA";"1,000000";"CA";"CA-1-CA";" ";" ";"0"
"471492";"0";"FACA COZ.IX 7               PT 17102";"B - UTILIDADES DOMESTICAS";"BB - SERVIR - PRESENTES";"BBC - FACAS";"CX-96-CA";"CA-1-CA";"1,000000";"CA";"CA-1-CA";" ";" ";"0"
"471498";"9";"CHURRASCO JG 02PC           PT 17102";"B - UTILIDADES DOMESTICAS";"BF - UTENSILIOS PARA PREPARACAO";"BFC - CONJUNTOS PARA CHURRASCO";"CX-72-CA";"CA-1-CA";"1,000000";"CA";"CA-1-CA";" ";" ";"0"
"471499";"7";"CHURRASCO JG 03PC           PT 17103";"B - UTILIDADES DOMESTICAS";"BF - UTENSILIOS PARA PREPARACAO";"BFC - CONJUNTOS PARA CHURRASCO";"CX-72-CA";"CA-1-CA";"1,000000";"CA";"CA-1-CA";" ";" ";"0"
"471600";"0";"P.SABONETE CER. 260ML       VD 04VDE";"U - METAIS E ACESSORIOS";"UC - ACESSORIOS PARA BANHEIRO";"UCI - UTENSILIOS PARA BANHEIRO";"CX-12-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"471605";"1";"P.SABONETE CER. 368ML       TC 17TRC";"U - METAIS E ACESSORIOS";"UC - ACESSORIOS PARA BANHEIRO";"UCI - UTENSILIOS PARA BANHEIRO";"CX-24-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"471606";"0";"P.ESCOVA CER.               TC 18TRC";"U - METAIS E ACESSORIOS";"UC - ACESSORIOS PARA BANHEIRO";"UCI - UTENSILIOS PARA BANHEIRO";"CX-24-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"471607";"8";"SABONET.BANC.CER.RED.       TC 19TRC";"U - METAIS E ACESSORIOS";"UC - ACESSORIOS PARA BANHEIRO";"UCI - UTENSILIOS PARA BANHEIRO";"CX-24-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"471711";"2";"PANELA JG AL/CER.05PC FENDI 4812/102";"B - UTILIDADES DOMESTICAS";"BA - COZINHAR";"BAA - CONJUNTOS DE PANELAS";"CX-1-JG";"JG-1-JG";"1,000000";"JG";"JG-1-JG";" ";" ";"0"
"471794";"5";"REFLETOR LED AL.20W          5952 VD";"I - ILUMINACAO";"ID - JARDIM";"IDE - REFLETORES";"CX-80-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"3"
"471796";"1";"REFLETOR LED AL.50W          5956 VD";"I - ILUMINACAO";"ID - JARDIM";"IDE - REFLETORES";"CX-30-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"471841";"0";"TAPETE BANH. 43X61 DECK      CZ 0101";"U - METAIS E ACESSORIOS";"UC - ACESSORIOS PARA BANHEIRO";"UCK - ESTRADOS PARA BANHEIRO";"CX-6-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"471842";"9";"TAPETE BANH. 43X61 DECK      PT 0101";"U - METAIS E ACESSORIOS";"UC - ACESSORIOS PARA BANHEIRO";"UCK - ESTRADOS PARA BANHEIRO";"PC-6-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"471918";"2";"XICARA CAFE CER.65ML C/P       20074";"B - UTILIDADES DOMESTICAS";"BB - SERVIR - PRESENTES";"BBH - XICARAS";"CX-12-UN";"CX-1-CX";"12,000000";"UN";"UN-1-UN";" ";" ";"0"
"471923";"9";"ARAND.LED SOB. SIERRA  6W BR AM MBIV";"I - ILUMINACAO";"IB - RESIDENCIAL";"IBD - ARANDELAS RESIDENCIAIS";"CX-20-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"3"
"471925";"5";"ARAND.LED SOB. SIERRA  6W PT AM MBIV";"I - ILUMINACAO";"IB - RESIDENCIAL";"IBD - ARANDELAS RESIDENCIAIS";"CX-20-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"3"
"471999";"9";"LENCOL JG KING DPL LEMOS        3012";"K - CAMA, MESA E BANHO";"KA - CAMA";"KAA - JOGOS DE LENCOIS";"CX-6-JG";"JG-1-JG";"1,000000";"JG";"JG-1-JG";" ";" ";"0"
"472051";"2";"TAPETE BANH.TEC.040X060 DALLAS SORT2";"U - METAIS E ACESSORIOS";"UC - ACESSORIOS PARA BANHEIRO";"UCF - TAPETES DE BANHEIRO";"PT-120-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"472052";"0";"TAPETE BANH.TEC.050X070 DALLAS SOT02";"U - METAIS E ACESSORIOS";"UC - ACESSORIOS PARA BANHEIRO";"UCF - TAPETES DE BANHEIRO";"PT-120-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
