CODIGO,DIGITO,DESCRICAO,NIVEL_1,NIVEL_2,NIVEL_3,EMBALAGEM_FORNECEDOR,EMBALAGEM_COMPRA,CONVERSAO_COMPRA_ARMAZENAGEM,UNIDADE_ESTOQUE,EMBALAGEM_VENDA_0,EMBALAGEM_VENDA_1,EMBALAGEM_VENDA_2,CD_VOLTAGEM
208976,9,DUCHA HIGI.SKIN VP 41           1850,U - METAIS E ACESSORIOS,UA - DUCHAS E CHUVEIROS,UAE - DUCHAS HIGIENICAS,,UN-1-UN,1.0,UN,UN-1-UN,EB-5-UN,EB-25-UN,0
232822,4,TORNEIRA PIA PARE.CR        C77 1182,U - METAIS E ACESSORIOS,"UB - TORNEIRAS, BICAS E MISTURADORES",UBM - TORNEIRAS COZINHA PAREDE,,UN-1-UN,1.0,UN,UN-1-UN,EB-5-UN,EB-25-UN,0
