COD_EMPRESA,CODIGO,ESTOQUE_INICIAL,QTD_VENDIDA_TOTAL,VENDA_MEDIA_DIARIA,DIAS_COBERTURA_ESTOQUE_INICIAL,DESCRICAO,NIVEL_1,CD_CIDADE,CD_ESTADO
2,468894,0.0,101.0,0.13835616438356163,0.0,"FITA ADES. GRAMA ROLO        0,15X5M",V - DECORACAO,Recife,PE
3,468894,0.0,112.0,0.15342465753424658,0.0,"FITA ADES. GRAMA ROLO        0,15X5M",V - DECORACAO,Salvador,BA
5,468894,0.0,91.0,0.12465753424657534,0.0,"FITA ADES. GRAMA ROLO        0,15X5M",V - DECORACAO,Aracaju,SE
6,468894,0.0,105.0,0.14383561643835616,0.0,"FITA ADES. GRAMA ROLO        0,15X5M",V - DECORACAO,Joao Pessoa,PB
7,468894,0.0,102.0,0.13972602739726028,0.0,"FITA ADES. GRAMA ROLO        0,15X5M",V - DECORACAO,Natal,RN
9,468894,0.0,86.0,0.1178082191780822,0.0,"FITA ADES. GRAMA ROLO        0,15X5M",V - DECORACAO,Salvador,BA
9,468898,0.0,75.0,0.10273972602739725,0.0,TOALHA BNH LUMINA          IVORY 112,"K - CAMA, MESA E BANHO",Salvador,BA
6,468900,0.0,147.0,0.20136986301369864,0.0,TOALHA BNH LUMINA    EUCALIPTO 40239,"K - CAMA, MESA E BANHO",Joao Pessoa,PB
9,468900,0.0,86.0,0.1178082191780822,0.0,TOALHA BNH LUMINA    EUCALIPTO 40239,"K - CAMA, MESA E BANHO",Salvador,BA
6,467350,0.0,105.0,0.14383561643835616,0.0,ARARA ROUPEIRO MET. 1.34     BR 0015,O - MOVEIS,Joao Pessoa,PB
9,467110,0.0,60.0,0.0821917808219178,0.0,TOALHA JG 2PC SANTORINI C/CINTA  CRU,"K - CAMA, MESA E BANHO",Salvador,BA
9,467111,0.0,49.0,0.06712328767123288,0.0,TOALHA JG 2PC SANTORINI C/CINTA   RS,"K - CAMA, MESA E BANHO",Salvador,BA
