COD_EMPRESA,CODIGO,ESTOQUE_INICIAL,QTD_VENDIDA_TOTAL,VENDA_MEDIA_DIARIA,DIAS_COBERTURA_ESTOQUE_INICIAL,DESCRICAO,NIVEL_1,CD_CIDADE,CD_ESTADO
2,258513,700.0,2312.0,3.1671232876712327,221.02076124567475,FECH.EX EM CR  1201       ITALY SOFT,"G - PORTAS, JANELAS E FECHADURAS",Recife,PE
1,104342,700.0,0.0,0.0,inf,"CABO ANTICH.SUP.FLEX(R100M) 2,5MM BR",E - MATERIAIS ELETRICOS,Garanhuns,PE
5,300761,688.0,803.0,1.1,625.4545454545454,DUCHA OPTIMA          6800W 549 M220,U - METAIS E ACESSORIOS,Aracaju,SE
93,418426,687.0,853.0,1.1684931506849314,587.9366940211021,FOGAO PISO 4B VID. AGATA 4090 PTMBIV,D - ELETROS,Alhandra,PB
4,421739,686.0,688.0,0.9424657534246575,727.8779069767442,PRATO RASO CER.26CM TERRAZZO   92616,B - UTILIDADES DOMESTICAS,Recife,PE
4,472138,682.0,703.0,0.963013698630137,708.1934566145093,PRATO RASO CER.24CM           074212,B - UTILIDADES DOMESTICAS,Recife,PE
3,448339,670.0,872.0,1.1945205479452055,560.8944954128441,GARFO BOLO (AV) SAVANNAH      SH1132,B - UTILIDADES DOMESTICAS,Salvador,BA
2,471194,669.6,1824.66,2.4995342465753425,267.88990825688074,"CER.A 68X68 CALLA HD       P4 2,79M2",C - PISOS E REVESTIMENTOS,Recife,PE
2,472144,667.0,788.0,1.0794520547945206,617.9060913705583,PRATO FUND.CER.21CM        RS 101406,B - UTILIDADES DOMESTICAS,Recife,PE
4,472151,666.0,538.0,0.736986301369863,903.6802973977696,TIGELA CER.500ML        ALICE 102528,B - UTILIDADES DOMESTICAS,Recife,PE
3,452172,664.0,838.0,1.1479452054794521,578.4248210023866,LUSTRE PLS.SIDES BR 1LP    140270002,I - ILUMINACAO,Salvador,BA
7,165136,663.0,658.0,0.9013698630136986,735.5471124620061,FRONHA AVULSA PRATA          BR 0001,"K - CAMA, MESA E BANHO",Natal,RN
5,455048,658.0,417.0,0.5712328767123288,1151.8944844124699,LAMP.LED  BULBO KIT03 7W BR E27 MBIV,I - ILUMINACAO,Aracaju,SE
92,423336,656.0,0.0,0.0,inf,VENT.MES.50CM 3V        VD50 PT M220,D - ELETROS,Cabo De Santo Agostinho,PE
2,421739,655.0,719.0,0.9849315068493151,665.0208623087622,PRATO RASO CER.26CM TERRAZZO   92616,B - UTILIDADES DOMESTICAS,Recife,PE
6,471189,650.4,1073.16,1.470082191780822,442.4242424242424,"CER.A 67X67 NARCISO HD RT  P4 2,71M2",C - PISOS E REVESTIMENTOS,Joao Pessoa,PB
92,446526,649.76,0.0,0.0,inf,"CER.A 54X54 FREMONT HD     P4 2,62M2",C - PISOS E REVESTIMENTOS,Cabo De Santo Agostinho,PE
2,348807,642.42,1044.9,1.4313698630136988,448.8148148148147,"CER.A 46X46 PSI62650       P5 2,58M2",C - PISOS E REVESTIMENTOS,Recife,PE
92,22127,640.0,0.0,0.0,inf,MODULO CEGO 1S       SL4950F PT LLIG,E - MATERIAIS ELETRICOS,Cabo De Santo Agostinho,PE
8,448681,639.45,631.33,0.8648356164383563,739.3890675241157,"PORCEL.A 58X58 ESM.PTG58580R  2,03M2",C - PISOS E REVESTIMENTOS,Caruaru,PE
